,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor,A rs,A rp,A rd,B rs,B rp,B rd,B EA,B s total,B p total,B d total,B f total
1210,1210,1210,1210,1210,DyPbO3,Dy,Pb,0,2,4,1.19,0.78,cubic,-1.5,1.042,0,15.731,0,4.285,4.285,4.285,90,90,90,0.598,0.5777777778000001,0.8432165372,5.94,7.416,1.22,2.33,0.8432165372,,,,0.96,1.13,0.45,0.364,12,25,30,14
1211,1211,1211,1211,1211,DyPdO3,Dy,Pd,0,2,4,1.19,0.62,orthorhombic,-2.205,-0.02,0.005,11.872,0,5.378,5.881,7.508,90,90,90,-0.109,0.4592592593,0.9117011290000001,5.94,8.34,1.22,2.2,0.9117011290000001,,,,1.08,1.37,0.4,0.562,8,18,20,0
1212,1212,1212,1212,1212,DyPmO3,Dy,Pm,0,element not in BV,element not in BV,1.08,0.97,cubic,-2.578,1.185,0,17.123,0.692,4.407,4.407,4.407,90,90,90,-1.45,0.7185185184999999,0.7406333958,5.94,5.553999999999999,1.22,1.13,0.7406333958,,,,,,,,12,24,20,4
1213,1213,1213,1213,1213,DyPrO3,Dy,Pr,0,2,4,1.19,0.85,cubic,-2.403,1.31,0,18.062,0.321,4.487,4.487,4.487,90,90,90,-2.614,0.6296296296,0.8163869201,5.94,5.46,1.22,1.13,0.8163869201,,,,,,,0.962,12,24,21,1
1214,1214,1214,1214,1214,DyPtO3,Dy,Pt,0,element not in BV,element not in BV,1.08,0.67,cubic,-1.556,0.717,0,12.892,0,4.01,4.01,4.01,90,90,90,-0.555,0.4962962963000001,0.8506284545999999,5.94,9.0,1.22,2.28,0.8506284545999999,,,,1.24,1.46,0.51,2.128,12,24,27,14
1215,1215,1215,1215,1215,DyPuO3,Dy,Pu,0,element not in BV,element not in BV,1.08,0.83,cubic,-2.624,1.117,0.914,16.572,0,4.36,4.36,4.36,90,90,90,2.792,0.6148148148,0.7881970084000001,5.94,6.06,1.22,1.28,0.7881970084000001,,,,,,,,14,30,31,18
1216,1216,1216,1216,1216,DyRbO3,Dy,Rb,0,not balanced,not balanced,1.08,1.52,orthorhombic,-2.017,0.476,0.4,19.47,0,5.891,6.009,11.001,90,90,90,-8.219,1.1259259259,0.5987001665999999,5.94,4.177,1.22,0.82,0.5987001665999999,,,,1.67,2.43,0.71,0.48592,9,18,10,0
1217,1217,1217,1217,1217,DyReO3,Dy,Re,0,2,4,1.19,0.63,cubic,-1.905,0.788,0.162,12.263,0,3.943,3.943,3.943,90,90,90,0.216,0.4666666667,0.9070965779000001,5.94,7.88,1.22,1.9,0.9070965779000001,,,,1.19,1.49,0.565,0.15,12,24,24,14
1218,1218,1218,1218,1218,DyRhO3,Dy,Rh,1,2,4,1.19,0.6,cubic,-1.855,0.537,0,11.974,0,3.912,3.912,3.912,90,90,90,-,0.44444444439999997,0.9210519099,5.94,7.46,1.22,2.28,0.9210519099,,,,1.11,1.41,0.42,1.137,9,18,18,0
1219,1219,1219,1219,1219,DyRuO3,Dy,Ru,0,2,4,1.19,0.62,cubic,-1.91,0.585,0.128,11.963,0,3.911,3.911,3.911,90,90,90,0.667,0.4592592593,0.9117011290000001,5.94,7.37,1.22,2.2,0.9117011290000001,,,,1.145,1.46,0.45,1.05,9,18,17,0
1220,1220,1220,1220,1220,DySbO3,Dy,Sb,0,3,3,1.08,0.76,cubic,-1.734,0.98,0,14.845,0,4.203,4.203,4.203,90,90,90,0.89,0.5629629629999999,0.8143457243000001,5.94,8.641,1.22,2.05,0.8143457243000001,,,,0.83,0.935,0.335,1.046,10,21,20,0
1221,1221,1221,1221,1221,DyScO3,Dy,Sc,1,3,3,1.08,0.75,orthorhombic,-3.803,0.026,0,12.208,4.69,5.422,5.711,7.886,90,90,90,5.05,0.5555555556,0.8182235610999999,5.94,6.54,1.22,1.36,0.8182235610999999,,,,1.22,1.53,0.31,0.188,8,12,1,0
1222,1222,1222,1222,1222,DySiO3,Dy,Si,0,3,3,1.08,0.4,cubic,-2.642,0.667,0.001,9.983,0,3.682,3.682,3.682,90,90,90,4.576,0.2962962963,0.9818682732999999,5.94,8.151,1.22,1.9,0.9818682732999999,,,,0.68,0.74,,1.389522,6,8,0,0
1223,1223,1223,1223,1223,DySmO3,Dy,Sm,0,not balanced,not balanced,1.08,0.96,cubic,-2.635,1.141,0,16.805,0.893,4.38,4.38,4.38,90,90,90,-1.02,0.7111111111,0.7438396009999999,5.94,5.64,1.22,1.17,0.7438396009999999,,,,,,,,12,24,20,5
1224,1224,1224,1224,1224,DySnO3,Dy,Sn,0,2,4,1.19,0.69,cubic,-2.01,0.843,0,13.812,0,4.103,4.103,4.103,90,90,90,2.274,0.5111111111,0.8804172668000001,5.94,7.3439999999999985,1.22,1.96,0.8804172668000001,,,,0.88,1.0,0.345,1.112067,10,20,20,0
1225,1225,1225,1225,1225,DySrO3,Dy,Sr,0,not balanced,not balanced,1.08,1.18,orthorhombic,-2.905,0.257,0.2,16.66,0,5.809,5.823,9.85,90,90,90,-3.729,0.8740740740999999,0.6791578965999999,5.94,5.695,1.22,0.95,0.6791578965999999,,,,1.42,1.79,0.633,0.048,10,18,10,0
1226,1226,1226,1226,1226,DyTaO3,Dy,Ta,0,2,4,1.19,0.68,cubic,-2.68,0.648,0.001,12.815,0,4.002,4.002,4.002,90,90,90,3.128,0.5037037037,0.8847542976,5.94,7.89,1.22,1.5,0.8847542976,,,,1.25,1.54,0.605,0.322,12,24,22,14
1227,1227,1227,1227,1227,DyTbO3,Dy,Tb,0,2,4,1.19,0.76,cubic,-2.717,0.988,0,15.738,1.366,4.285,4.285,4.285,90,90,90,0.427,0.5629629629999999,0.851209111,5.94,5.86,1.22,1.1,0.851209111,,,,,,,,12,24,21,7
1228,1228,1228,1228,1228,DyTcO3,Dy,Tc,0,element not in BV,element not in BV,1.08,0.6,cubic,-2.083,0.607,0.313,12.141,0,3.93,3.93,3.93,90,90,90,1.165,0.44444444439999997,0.881163835,5.94,7.28,1.22,1.9,0.881163835,,,,1.16,1.49,0.455,0.55,10,18,15,0
1229,1229,1229,1229,1229,DyTeO3,Dy,Te,0,2,4,1.19,0.97,cubic,-1.422,1.134,0.003,15.137,0,4.23,4.23,4.23,90,90,90,0.801,0.7185185184999999,0.7741600104,5.94,9.009,1.22,2.1,0.7741600104,,,,0.79,0.88,0.325,1.9708,10,22,20,0
1230,1230,1230,1230,1230,DyThO3,Dy,Th,0,2,4,1.19,0.94,cubic,-2.775,1.057,0.024,18.86,0,4.552,4.552,4.552,90,90,90,2.41,0.6962962963,0.7843018446,5.94,6.08,1.22,1.3,0.7843018446,,,,,,,,14,30,31,14
1231,1231,1231,1231,1231,DyTiO3,Dy,Ti,1,2,4,1.19,0.61,orthorhombic,-3.464,0.022,0.2,11.46,0,5.299,5.668,7.63,90,90,90,4.715,0.4518518519,0.9163526654,5.94,6.82,1.22,1.54,0.9163526654,,,,1.15,1.43,0.28,0.079,8,12,2,0
1232,1232,1232,1232,1232,DyTlO3,Dy,Tl,0,not balanced,not balanced,1.08,1.2,cubic,-1.444,0.95,0,15.158,0,4.232,4.232,4.232,90,90,90,0.545,0.8888888889,0.673831168,5.94,6.108,1.22,1.62,0.673831168,,,,1.015,1.22,0.46299999999999997,0.2,12,24,30,14
1233,1233,1233,1233,1233,DyTmO3,Dy,Tm,0,not balanced,not balanced,1.08,0.96,cubic,-3.066,0.825,0,14.691,1.924,4.188,4.188,4.188,90,90,90,2.116,0.7111111111,0.7438396009999999,5.94,6.184,1.22,1.25,0.7438396009999999,,,,,,,,12,24,20,12
1234,1234,1234,1234,1234,DyUO3,Dy,U,0,2,4,1.19,0.89,cubic,-2.574,1.07,0.548,16.889,0,4.387,4.387,4.387,90,90,90,2.268,0.6592592593,0.8018085822,5.94,6.05,1.22,1.38,0.8018085822,,,,,,,,14,30,31,16
1235,1235,1235,1235,1235,DyVO3,Dy,V,1,2,4,1.19,0.58,orthorhombic,-3.271,-0.03,0.4,11.416,1.112,5.296,5.659,7.618,90,90,90,3.989,0.4296296296,0.9305964892,5.94,6.74,1.22,1.63,0.9305964892,,,,1.09,1.34,0.26,0.525,8,12,3,0
1236,1236,1236,1236,1236,DyWO3,Dy,W,0,2,4,1.19,0.66,cubic,-2.199,0.743,0.001,12.402,0,3.958,3.958,3.958,90,90,90,1.216,0.4888888889,0.893557823,5.94,7.98,1.22,2.36,0.893557823,,,,1.22,1.515,0.59,0.815,12,24,23,14
1237,1237,1237,1237,1237,DyYO3,Dy,Y,0,not balanced,not balanced,1.08,0.9,cubic,-2.881,0.948,-0.001,15.453,1.803,4.259,4.259,4.259,90,90,90,0.899,0.6666666667,0.7636753237,5.94,6.38,1.22,1.22,0.7636753237,,,,1.32,1.62,0.58,0.307,10,18,11,0
1238,1238,1238,1238,1238,DyYbO3,Dy,Yb,0,not balanced,not balanced,1.08,0.95,cubic,-2.384,0.944,0.2,13.713,0,4.093,4.093,4.093,90,90,90,-1.931,0.7037037037,0.7470736862,5.94,6.254,1.22,1.1,0.7470736862,,,,,,,-0.02,12,24,20,13
1239,1239,1239,1239,1239,DyZnO3,Dy,Zn,0,not balanced,not balanced,1.08,0.74,orthorhombic,-2.449,0.136,0,11.279,0,5.237,5.775,7.459,90,90,90,-0.224,0.5481481481,0.8221385064,5.94,9.394,1.22,1.65,0.8221385064,,,,0.82,1.06,0.175,,8,12,10,0
1240,1240,1240,1240,1240,DyZrO3,Dy,Zr,0,2,4,1.19,0.72,cubic,-2.962,0.607,0,14.002,0,4.122,4.122,4.122,90,90,90,4.153,0.5333333333,0.8676575962,5.94,6.84,1.22,1.33,0.8676575962,,,,1.265,1.56,0.54,0.426,10,18,12,0
1241,1241,1241,1241,1241,ErAcO3,Er,Ac,0,element not in BV,element not in BV,1.06,1.12,orthorhombic,-3.539,0.209,0,17.048,3.463,6.095,6.24,8.964,90,90,90,0.52,0.8296296296,0.6899300982,6.101,5.17,1.24,1.1,0.6899300982,,,,,,,0.35,14,30,30,14
1242,1242,1242,1242,1242,ErAgO3,Er,Ag,0,3,3,1.06,0.75,cubic,-1.379,0.682,0,12.853,0,4.006,4.006,4.006,90,90,90,-0.743,0.5555555556,0.8114892108,6.101,7.5760000000000005,1.24,1.93,0.8114892108,,,,1.045,1.33,0.385,1.3019999999999998,9,18,20,0
1243,1243,1243,1243,1243,ErAlO3,Er,Al,1,3,3,1.06,0.54,orthorhombic,-3.602,-0.022,0,10.062,6.221,5.131,5.341,7.343,90,90,90,6.255,0.4,0.9016546787,6.101,5.9860000000000015,1.24,1.61,0.9016546787,,,,0.77,0.905,,0.43283,6,7,0,0
1244,1244,1244,1244,1244,ErAsO3,Er,As,0,3,3,1.06,0.58,cubic,-1.854,0.817,0,12.618,0,3.981,3.981,3.981,90,90,90,2.013,0.4296296296,0.8829675351,6.101,9.81,1.24,2.18,0.8829675351,,,,0.67,0.745,0.155,0.8140000000000001,8,15,10,0
1245,1245,1245,1245,1245,ErAuO3,Er,Au,0,element not in BV,element not in BV,1.06,0.93,cubic,-1.236,0.853,0,13.633,0,4.085,4.085,4.085,90,90,90,-0.826,0.6888888889,0.7474242731,6.101,9.225,1.24,2.54,0.7474242731,,,,1.21,1.45,0.488,2.30863,11,24,29,14
1246,1246,1246,1246,1246,ErBO3,Er,B,0,3,3,1.06,0.27,cubic,-2.53,0.812,0,8.096,3.096,3.434,3.434,3.434,90,90,90,5.502,0.2,1.0519304584,6.101,8.298,1.24,2.04,1.0519304584,,,,0.48,0.315,,0.279723,4,1,0,0
1247,1247,1247,1247,1247,ErBaO3,Er,Ba,0,not balanced,not balanced,1.06,1.35,orthorhombic,-2.848,0.276,0.2,18.174,0.641,6.465,6.767,8.309,90,90,90,-8.217,1.0,0.6311582751,6.101,5.2120000000000015,1.24,0.89,0.6311582751,,,,1.515,1.8869999999999998,0.94,0.14462,12,24,20,0
1248,1248,1248,1248,1248,ErBeO3,Er,Be,0,not balanced,not balanced,1.06,0.45,tetragonal,-2.807,0.328,0.035,9.389,0,3.287,3.287,4.345,90,90,90,-1.1,0.3333333333,0.9467374126000001,6.101,9.322000000000001,1.24,1.57,0.9467374126000001,,,,0.64,0.44,,,4,0,0,0
1249,1249,1249,1249,1249,ErBiO3,Er,Bi,0,3,3,1.06,1.03,cubic,-1.46,1.225,0,16.569,0,4.359,4.359,4.359,90,90,90,0.529,0.762962963,0.7160198918999999,6.101,7.289,1.24,2.02,0.7160198918999999,,,,0.92,1.077,0.43799999999999994,0.946,12,26,30,14
1250,1250,1250,1250,1250,ErCaO3,Er,Ca,0,not balanced,not balanced,1.06,1.0,cubic,-2.099,1.14,0.2,13.969,0,4.118,4.118,4.118,90,90,90,-3.043,0.7407407407,0.7251605713,6.101,6.1129999999999995,1.24,1.0,0.7251605713,,,,1.32,1.68,0.34,0.02455,8,12,0,0
1251,1251,1251,1251,1251,ErCdO3,Er,Cd,0,not balanced,not balanced,1.06,0.95,cubic,-1.542,0.9,0,13.588,0,4.08,4.08,4.08,90,90,90,-1.207,0.7037037037,0.7409249316,6.101,8.993,1.24,1.69,0.7409249316,,,,0.985,1.23,0.37,,10,18,20,0
1252,1252,1252,1252,1252,ErCeO3,Er,Ce,0,3,3,1.06,1.01,cubic,-2.242,1.466,0,18.584,0,4.529,4.529,4.529,90,90,90,-3.532,0.7481481481000001,0.7220878570999999,6.101,5.54,1.24,1.12,0.7220878570999999,,,,,,,,12,24,21,0
1253,1253,1253,1253,1253,ErCoO3,Er,Co,0,3,3,1.06,0.61,orthorhombic,-2.551,0.024,0,10.601,1.392,5.144,5.549,7.428,90,90,90,2.225,0.4518518519,0.8694527258,6.101,7.86,1.24,1.88,0.8694527258,,,,0.92,1.1,0.21,0.662,8,12,7,0
1254,1254,1254,1254,1254,ErCrO3,Er,Cr,1,3,3,1.06,0.62,orthorhombic,-3.217,-0.028,0.6,10.953,2.462,5.23,5.551,7.545,90,90,90,4.12,0.4592592593,0.8650392602,6.101,6.766,1.24,1.66,0.8650392602,,,,1.07,1.37,0.25,0.6659999999999999,7,12,5,0
1255,1255,1255,1255,1255,ErCsO3,Er,Cs,0,not balanced,not balanced,1.06,1.67,orthorhombic,-1.96,0.552,0,18.157,0.361,5.074,6.003,11.921,90,90,90,-,1.2370370370000001,0.564280577,6.101,3.8939999999999997,1.24,0.79,0.564280577,,,,1.71,2.6,,0.4716260000000001,11,24,20,0
1256,1256,1256,1256,1256,ErCuO3,Er,Cu,0,3,3,1.06,0.54,orthorhombic,-2.296,0.052,0,10.81,0.269,5.179,5.849,7.137,90,90,90,0.539,0.4,0.9016546787,6.101,7.726,1.24,1.9,0.9016546787,,,,0.88,1.16,0.185,1.235,7,12,10,0
1257,1257,1257,1257,1257,ErDyO3,Er,Dy,0,3,3,1.06,0.91,cubic,-2.844,1.029,0,15.36,1.129,4.251,4.251,4.251,90,90,90,0.313,0.6740740741,0.7540386472,6.101,5.94,1.24,1.22,0.7540386472,,,,,,,,12,24,20,9
1258,1258,1258,1258,1258,Er2O3,Er,Er,0,3,3,1.06,0.89,cubic,-2.947,0.949,0,14.923,1.559,4.21,4.21,4.21,90,90,90,1.088,0.6592592593,0.7607711351,6.101,6.101,1.24,1.24,0.7607711351,,,,,,,,12,24,20,11
1259,1259,1259,1259,1259,ErEuO3,Er,Eu,0,3,3,1.06,0.95,cubic,-2.07,1.237,0.097,15.316,0,4.247,4.247,4.247,90,90,90,-2.26,0.7037037037,0.7409249316,6.101,5.67,1.24,1.2,0.7409249316,,,,,,,,12,24,20,6
1260,1260,1260,1260,1260,ErFeO3,Er,Fe,1,3,3,1.06,0.65,orthorhombic,-2.795,-0.021,1,11.088,1.224,5.246,5.578,7.578,90,90,90,-,0.4814814815,0.8520636712999999,6.101,7.87,1.24,1.83,0.8520636712999999,,,,0.95,1.16,0.22,0.151,8,12,6,0
1261,1261,1261,1261,1261,ErGaO3,Er,Ga,0,3,3,1.06,0.62,orthorhombic,-2.985,0.021,0,10.892,4.076,5.225,5.544,7.52,90,90,90,4.343,0.4592592593,0.8650392602,6.101,5.999,1.24,1.81,0.8650392602,,,,0.76,0.935,0.17,0.43,8,13,10,0
1262,1262,1262,1262,1262,ErGdO3,Er,Gd,0,3,3,1.06,0.94,cubic,-2.729,1.116,0,16.005,0.817,4.309,4.309,4.309,90,90,90,-0.434,0.6962962963,0.7441604116,6.101,6.15,1.24,1.2,0.7441604116,,,,,,,,12,24,20,7
1263,1263,1263,1263,1263,ErGeO3,Er,Ge,0,3,3,1.06,0.63,cubic,-2.171,0.628,0,11.493,0,3.859,3.859,3.859,90,90,90,2.685,0.4666666667,0.8606703751000001,6.101,7.899,1.24,2.01,0.8606703751000001,,,,0.72,0.84,0.16,1.232712,8,14,10,0
1264,1264,1264,1264,1264,ErHfO3,Er,Hf,0,3,3,1.06,0.71,cubic,-3.081,0.595,0,13.445,0,4.066,4.066,4.066,90,90,90,4.399,0.5259259259000001,0.8272462828,6.101,6.65,1.24,1.3,0.8272462828,,,,1.3,1.61,0.63,0.0,12,24,21,14
1265,1265,1265,1265,1265,ErHgO3,Er,Hg,0,not balanced,not balanced,1.06,1.11,cubic,-1.117,1.013,0,14.573,0,4.177,4.177,4.177,90,90,90,-1.117,0.8222222222,0.6927346920999999,6.101,10.437000000000001,1.24,2.0,0.6927346920999999,,,,1.07,1.34,0.475,,11,24,30,14
1266,1266,1266,1266,1266,ErHoO3,Er,Ho,0,3,3,1.06,0.9,cubic,-2.897,0.988,0,15.123,1.411,4.229,4.229,4.229,90,90,90,0.759,0.6666666667,0.7573899301000001,6.101,6.018,1.24,1.23,0.7573899301000001,,,,,,,,12,24,20,10
1267,1267,1267,1267,1267,ErInO3,Er,In,0,3,3,1.06,0.8,cubic,-2.095,0.775,0,13.618,1.406,4.083,4.083,4.083,90,90,90,2.577,0.5925925926,0.7926173687000001,6.101,5.7860000000000005,1.24,1.78,0.7926173687000001,,,,0.94,1.11,0.36,0.3,10,19,20,0
1268,1268,1268,1268,1268,ErIrO3,Er,Ir,0,3,3,1.06,0.68,cubic,-1.595,0.832,0,12.25,0,3.942,3.942,3.942,90,90,90,-1.136,0.5037037037,0.8394715974,6.101,9.1,1.24,2.2,0.8394715974,,,,1.16,1.4680000000000002,0.526,1.5638,12,24,26,14
1269,1269,1269,1269,1269,ErKO3,Er,K,0,not balanced,not balanced,1.06,1.38,cubic,-0.661,1.874,-0.024,14.248,0,4.145,4.145,4.145,90,90,90,-4.104,1.0222222222,0.6242224698,6.101,4.341,1.24,0.82,0.6242224698,,,,1.54,2.15,0.37,0.50147,7,12,0,0
1270,1270,1270,1270,1270,ErLaO3,Er,La,0,3,3,1.06,1.03,cubic,-2.364,1.44,0,18.281,0,4.505,4.505,4.505,90,90,90,1.788,0.762962963,0.7160198918999999,6.101,5.58,1.24,1.1,0.7160198918999999,,,,1.375,1.705,0.8740000000000001,0.47,12,24,21,0
1271,1271,1271,1271,1271,ErLiO3,Er,Li,0,not balanced,not balanced,1.06,0.76,cubic,-2.076,0.554,0.399,9.417,0,3.611,3.611,3.611,90,90,90,-1.487,0.5629629629999999,0.8076432904,6.101,5.392,1.24,0.98,0.8076432904,,,,0.985,0.625,,0.618049,3,0,0,0
1272,1272,1272,1272,1272,ErLuO3,Er,Lu,0,3,3,1.06,0.86,cubic,-3.092,0.837,0,14.189,0.987,4.14,4.14,4.14,90,90,90,2.182,0.637037037,0.7710983451000001,6.101,5.4259,1.24,1.27,0.7710983451000001,,,,,,,0.34,12,24,20,14
1273,1273,1273,1273,1273,ErMgO3,Er,Mg,0,not balanced,not balanced,1.06,0.72,cubic,-2.572,0.564,0.201,10.891,0,3.79,3.79,3.79,90,90,90,-1.711,0.5333333333,0.8232499240000001,6.101,7.646,1.24,1.31,0.8232499240000001,,,,0.9,1.13,,,6,6,0,0
1274,1274,1274,1274,1274,ErMnO3,Er,Mn,0,3,3,1.06,0.65,orthorhombic,-2.971,0.036,0.8,11.143,0.273,5.243,5.699,7.457,90,90,90,3.37,0.4814814815,0.8520636712999999,6.101,7.435,1.24,1.55,0.8520636712999999,,,,0.99,1.23,0.23,,8,12,5,0
1275,1275,1275,1275,1275,ErMoO3,Er,Mo,0,3,3,1.06,0.69,cubic,-2.225,0.693,0.005,12.292,0,3.946,3.946,3.946,90,90,90,1.409,0.5111111111,0.8353565405,6.101,7.099,1.24,2.16,0.8353565405,,,,1.22,1.5,0.49,0.748,9,18,15,0
1276,1276,1276,1276,1276,ErNaO3,Er,Na,0,not balanced,not balanced,1.06,1.02,cubic,-1.392,1.151,0.4,11.886,0,3.902,3.902,3.902,90,90,90,-3.038,0.7555555556,0.7190410729000001,6.101,5.138999999999999,1.24,0.93,0.7190410729000001,,,,1.1,1.55,,0.547926,5,6,0,0
1277,1277,1277,1277,1277,ErNbO3,Er,Nb,0,3,3,1.06,0.72,cubic,-2.547,0.685,0,12.992,0,4.02,4.02,4.02,90,90,90,2.89,0.5333333333,0.8232499240000001,6.101,6.88,1.24,1.6,0.8232499240000001,,,,1.23,1.53,0.51,0.893,9,18,14,0
1278,1278,1278,1278,1278,ErNdO3,Er,Nd,0,3,3,1.06,0.98,cubic,-2.424,1.334,0,17.56,0,4.445,4.445,4.445,90,90,90,-2.591,0.7259259259,0.7313851256,6.101,5.53,1.24,1.14,0.7313851256,,,,,,,,12,24,20,3
1279,1279,1279,1279,1279,ErNiO3,Er,Ni,1,3,3,1.06,0.6,orthorhombic,-2.422,0.023,0.2,10.367,0,5.116,5.532,7.326,90,90,90,0.935,0.44444444439999997,0.8739114578,6.101,7.635,1.24,1.91,0.8739114578,,,,0.96,1.22,0.195,1.156,8,12,8,0
1280,1280,1280,1280,1280,ErNpO3,Er,Np,0,element not in BV,element not in BV,1.06,0.86,cubic,-2.521,1.177,0.761,17.041,0,4.4,4.4,4.4,90,90,90,2.006,0.637037037,0.7710983451000001,6.101,6.19,1.24,1.36,0.7710983451000001,,,,,,,,14,30,31,17
1281,1281,1281,1281,1281,ErOsO3,Er,Os,0,element not in BV,element not in BV,1.06,0.57,cubic,-1.641,0.83,0.008,12.128,0,3.929,3.929,3.929,90,90,90,-0.184,0.4222222222,0.8875663243,6.101,8.7,1.24,2.2,0.8875663243,,,,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
1282,1282,1282,1282,1282,ErPaO3,Er,Pa,0,element not in BV,element not in BV,1.06,0.91,cubic,-2.339,1.004,0.275,17.741,0,4.46,4.46,4.46,90,90,90,2.508,0.6740740741,0.7540386472,6.101,5.89,1.24,1.5,0.7540386472,,,,,,,,14,30,32,14
1283,1283,1283,1283,1283,ErPbO3,Er,Pb,0,not balanced,not balanced,1.06,0.99,cubic,-1.44,1.125,0,15.602,0,4.273,4.273,4.273,90,90,90,0.493,0.7333333333,0.7282595481,6.101,7.416,1.24,2.33,0.7282595481,,,,0.96,1.13,0.45,0.364,12,25,30,14
1284,1284,1284,1284,1284,ErPdO3,Er,Pd,0,not balanced,not balanced,1.06,0.75,cubic,-1.67,0.538,0,12.251,0,3.942,3.942,3.942,90,90,90,-0.261,0.5555555556,0.8114892108,6.101,8.34,1.24,2.2,0.8114892108,,,,1.08,1.37,0.4,0.562,8,18,20,0
1285,1285,1285,1285,1285,ErPmO3,Er,Pm,0,element not in BV,element not in BV,1.06,0.97,cubic,-2.515,1.271,0,17.07,0.344,4.403,4.403,4.403,90,90,90,-1.673,0.7185185184999999,0.7345376477,6.101,5.553999999999999,1.24,1.13,0.7345376477,,,,,,,,12,24,20,4
1286,1286,1286,1286,1286,ErPrO3,Er,Pr,0,3,3,1.06,0.99,cubic,-2.34,1.396,0,18.047,0,4.485,4.485,4.485,90,90,90,-2.93,0.7333333333,0.7282595481,6.101,5.46,1.24,1.13,0.7282595481,,,,,,,0.962,12,24,21,1
1287,1287,1287,1287,1287,ErPtO3,Er,Pt,0,element not in BV,element not in BV,1.06,0.67,cubic,-1.502,0.794,0,12.825,0,4.003,4.003,4.003,90,90,90,-0.711,0.4962962963000001,0.8436273973999999,6.101,9.0,1.24,2.28,0.8436273973999999,,,,1.24,1.46,0.51,2.128,12,24,27,14
1288,1288,1288,1288,1288,ErPuO3,Er,Pu,0,element not in BV,element not in BV,1.06,0.83,cubic,-2.576,1.189,0.9,16.571,0,4.36,4.36,4.36,90,90,90,-0.961,0.6148148148,0.7817097902,6.101,6.06,1.24,1.28,0.7817097902,,,,,,,,14,30,31,18
1289,1289,1289,1289,1289,ErRbO3,Er,Rb,0,not balanced,not balanced,1.06,1.52,orthorhombic,-2.146,0.371,0,17.854,1.316,6.105,6.145,9.519,90,90,90,-3.596,1.1259259259,0.5937725933,6.101,4.177,1.24,0.82,0.5937725933,,,,1.67,2.43,0.71,0.48592,9,18,10,0
1290,1290,1290,1290,1290,ErReO3,Er,Re,0,3,3,1.06,0.63,cubic,-1.852,0.865,0.161,12.22,0,3.939,3.939,3.939,90,90,90,-0.079,0.4666666667,0.8606703751000001,6.101,7.88,1.24,1.9,0.8606703751000001,,,,1.19,1.49,0.565,0.15,12,24,24,14
1291,1291,1291,1291,1291,ErRhO3,Er,Rh,1,3,3,1.06,0.67,cubic,-1.806,0.609,0.001,11.886,0,3.902,3.902,3.902,90,90,90,-0.384,0.4962962963000001,0.8436273973999999,6.101,7.46,1.24,2.28,0.8436273973999999,,,,1.11,1.41,0.42,1.137,9,18,18,0
1292,1292,1292,1292,1292,ErRuO3,Er,Ru,0,3,3,1.06,0.68,cubic,-1.86,0.658,0.133,11.897,0,3.904,3.904,3.904,90,90,90,0.413,0.5037037037,0.8394715974,6.101,7.37,1.24,2.2,0.8394715974,,,,1.145,1.46,0.45,1.05,9,18,17,0
1293,1293,1293,1293,1293,ErSbO3,Er,Sb,0,3,3,1.06,0.76,cubic,-1.678,1.06,0,14.796,0,4.198,4.198,4.198,90,90,90,0.53,0.5629629629999999,0.8076432904,6.101,8.641,1.24,2.05,0.8076432904,,,,0.83,0.935,0.335,1.046,10,21,20,0
1294,1294,1294,1294,1294,ErScO3,Er,Sc,0,3,3,1.06,0.75,cubic,-3.269,0.583,0,12.575,2.751,3.976,3.976,3.976,90,90,90,4.961,0.5555555556,0.8114892108,6.101,6.54,1.24,1.36,0.8114892108,,,,1.22,1.53,0.31,0.188,8,12,1,0
1295,1295,1295,1295,1295,ErSiO3,Er,Si,0,3,3,1.06,0.4,cubic,-2.61,0.795,0.001,9.83,0,3.663,3.663,3.663,90,90,90,4.497,0.2962962963,0.9737870529000001,6.101,8.151,1.24,1.9,0.9737870529000001,,,,0.68,0.74,,1.389522,6,8,0,0
1296,1296,1296,1296,1296,ErSmO3,Er,Sm,0,3,3,1.06,0.96,cubic,-2.573,1.226,0,16.759,0.533,4.376,4.376,4.376,90,90,90,-1.555,0.7111111111,0.7377174644,6.101,5.64,1.24,1.17,0.7377174644,,,,,,,,12,24,20,5
1297,1297,1297,1297,1297,ErSnO3,Er,Sn,0,not balanced,not balanced,1.06,0.69,cubic,-1.956,0.907,0,13.706,0,4.092,4.092,4.092,90,90,90,2.19,0.5111111111,0.8353565405,6.101,7.3439999999999985,1.24,1.96,0.8353565405,,,,0.88,1.0,0.345,1.112067,10,20,20,0
