,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN
4511,TeTaO3,Te,Ta,False,1,5,0.97,0.64,cubic,-1.705,0.686,0,13.359,0,4.057,4.057,4.057,90,90,90,3.271,O,1.385,0.8223389973999999,2.1,1.5,3.44
4512,TeTbO3,Te,Tb,False,2,4,0.97,0.76,cubic,-1.332,1.084,0.001,16.483,0,4.352,4.352,4.352,90,90,90,-5.397,O,1.385,0.7763340185,2.1,-,3.44
4513,TeTcO3,Te,Tc,False,element not in BV,element not in BV,0.77,0.6,cubic,-0.772,0.638,0.238,12.499,0,3.968,3.968,3.968,90,90,90,1.702,O,1.385,0.7676650446,2.1,1.9,3.44
4514,Te2O3,Te,Te,False,not balanced,not balanced,0.77,0.77,cubic,-0.427,0.743,-,14.939,0,4.211,4.211,4.211,90,90,90,-1.302,O,1.385,0.7071067812,2.1,2.1,3.44
4515,TeThO3,Te,Th,False,not balanced,not balanced,0.77,0.94,cubic,-1.976,0.967,0,19.105,0,4.571,4.571,4.571,90,90,90,-0.737,O,1.385,0.6554043499000001,2.1,1.3,3.44
4516,TeTiO3,Te,Ti,False,2,4,0.97,0.61,cubic,-1.754,0.581,-0.003,12.204,0,3.937,3.937,3.937,90,90,90,2.349,O,1.385,0.8347049973,2.1,1.54,3.44
4517,TeTlO3,Te,Tl,False,not balanced,not balanced,0.77,1.2,orthorhombic,-1.066,0.108,-,15.821,0,6.019,6.373,8.249,90,90,90,-5.499,O,1.385,0.5894836029,2.1,1.62,3.44
4518,TeTmO3,Te,Tm,False,not balanced,not balanced,0.77,0.96,cubic,-1.622,0.967,0,15.379,0,4.252,4.252,4.252,90,90,90,-4.241,O,1.385,0.6498145473,2.1,1.25,3.44
4519,TeUO3,Te,U,False,1,5,0.97,0.76,cubic,-2.051,0.63,-0.117,16.672,0,4.368,4.368,4.368,90,90,90,2.696,O,1.385,0.7763340185,2.1,1.38,3.44
4520,TeVO3,Te,V,False,2,4,0.97,0.58,cubic,-1.322,0.579,-0.356,11.833,0,3.897,3.897,3.897,90,90,90,1.88,O,1.385,0.8474485851000001,2.1,1.63,3.44
4521,TeWO3,Te,W,False,2,4,0.97,0.66,cubic,-1.135,0.822,0,12.849,0,4.005,4.005,4.005,90,90,90,2.769,O,1.385,0.8142965622,2.1,2.36,3.44
4522,TeYO3,Te,Y,False,not balanced,not balanced,0.77,0.9,cubic,-1.48,1.059,0,16.197,0,4.326,4.326,4.326,90,90,90,-5.093,O,1.385,0.6668775114,2.1,1.22,3.44
4523,TeYbO3,Te,Yb,False,not balanced,not balanced,0.77,0.95,cubic,-0.88,1.428,-,14.573,0,4.177,4.177,4.177,90,90,90,-7.895,O,1.385,0.652597479,2.1,-,3.44
4524,TeZnO3,Te,Zn,False,not balanced,not balanced,0.77,0.74,cubic,-0.543,0.918,-,11.549,0,3.865,3.865,3.865,90,90,90,-3.099,O,1.385,0.7170894651999999,2.1,1.65,3.44
4525,TeZrO3,Te,Zr,False,2,4,0.97,0.72,cubic,-1.913,0.66,0,14.536,0,4.173,4.173,4.173,90,90,90,1.661,O,1.385,0.7910862089,2.1,1.33,3.44
4526,ThAcO3,Th,Ac,False,element not in BV,element not in BV,1.21,1.12,cubic,-2.187,1.549,0.013,20.28,0,4.663,4.663,4.663,90,90,90,-1.367,O,1.385,0.7325118152,1.3,1.1,3.44
4527,ThAgO3,Th,Ag,False,not balanced,not balanced,1.21,0.95,cubic,-1.66,0.988,0,13.735,0,4.095,4.095,4.095,90,90,90,-0.232,O,1.385,0.7858424398999999,1.3,1.93,3.44
4528,ThAlO3,Th,Al,False,not balanced,not balanced,1.21,0.54,cubic,-3.237,0.394,0,11.019,0,3.805,3.805,3.805,90,90,90,5.986,O,1.385,0.9532166739,1.3,1.61,3.44
4529,ThAsO3,Th,As,False,4,2,1.21,0.58,cubic,-1.892,1.132,0,13.529,0,4.075,4.075,4.075,90,90,90,1.662,O,1.385,0.9338127720999999,1.3,2.18,3.44
4530,ThAuO3,Th,Au,False,element not in BV,element not in BV,1.21,0.93,cubic,-1.421,1.215,0,14.398,0,4.16,4.16,4.16,90,90,90,-1.25,O,1.385,0.7926315755,1.3,2.54,3.44
4531,ThBO3,Th,B,False,4,2,1.21,0.27,cubic,-2.27,1.18,0,9.917,0,3.674,3.674,3.674,90,90,90,4.341,O,1.385,1.1087263427,1.3,2.04,3.44
4532,ThBaO3,Th,Ba,False,4,2,1.21,1.35,orthorhombic,-3.345,0.275,0,19.059,2.709,6.799,6.829,8.21,90,90,90,-2.473,O,1.385,0.6709111873,1.3,0.89,3.44
4533,ThBeO3,Th,Be,False,4,2,1.21,0.45,orthorhombic,-3.359,0.369,0,9.908,3.063,5.182,5.221,7.325,90,90,90,5.796,O,1.385,0.9999684453000001,1.3,1.57,3.44
4534,ThBiO3,Th,Bi,False,not balanced,not balanced,1.21,0.9,cubic,-1.528,1.506,0.004,17.113,0,4.407,4.407,4.407,90,90,90,-0.399,O,1.385,0.8030381168999999,1.3,2.02,3.44
4535,ThCaO3,Th,Ca,False,4,2,1.21,1.0,cubic,-2.698,1.122,0,14.304,0.815,4.151,4.151,4.151,90,90,90,-,O,1.385,0.7693677556,1.3,1,3.44
4536,ThCdO3,Th,Cd,False,4,2,1.21,0.95,cubic,-1.89,1.147,0,14.427,0,4.163,4.163,4.163,90,90,90,0.436,O,1.385,0.7858424398999999,1.3,1.69,3.44
4537,ThCeO3,Th,Ce,False,4,2,1.21,1.01,cubic,-2.346,1.37,0.005,18.717,0,4.54,4.54,4.54,90,90,90,0.544,O,1.385,0.7661553642,1.3,1.12,3.44
4538,ThCoO3,Th,Co,False,4,2,1.21,0.75,orthorhombic,-2.947,0.093,0.6,12.397,1.864,5.409,5.933,7.727,90,90,90,3.147,O,1.385,0.8594576568000001,1.3,1.88,3.44
4539,ThCrO3,Th,Cr,False,4,2,1.21,0.8,orthorhombic,-3.282,0.088,0.8,13.172,2.02,5.486,6.329,7.588,90,90,90,4.11,O,1.385,0.8397904334999999,1.3,1.66,3.44
4540,ThCsO3,Th,Cs,False,not balanced,not balanced,1.21,1.67,orthorhombic,-2.674,0.353,0.184,23.044,0,5.73,5.999,13.409,90,90,90,-,O,1.385,0.600635711,1.3,0.79,3.44
4541,ThCuO3,Th,Cu,False,4,2,1.21,0.73,orthorhombic,-2.745,0.12,0,12.504,0,5.328,6.293,7.458,90,90,90,2.296,O,1.385,0.8675849159000001,1.3,1.9,3.44
4542,ThDyO3,Th,Dy,False,4,2,1.21,1.07,cubic,-2.934,0.897,0,15.705,0,4.282,4.282,4.282,90,90,90,3.257,O,1.385,0.7474305895000001,1.3,1.22,3.44
4543,ThErO3,Th,Er,False,not balanced,not balanced,1.21,0.89,cubic,-3.03,0.825,0,15.291,0,4.244,4.244,4.244,90,90,90,3.61,O,1.385,0.8065679548,1.3,1.24,3.44
4544,ThEuO3,Th,Eu,False,not balanced,not balanced,1.21,1.06,cubic,-2.424,1.477,0.011,16.145,0,4.322,4.322,4.322,90,90,90,-2.885,O,1.385,0.7504875653,1.3,-,3.44
4545,ThFeO3,Th,Fe,False,4,2,1.21,0.78,cubic,-2.539,0.611,0.85,11.828,0,3.896,3.896,3.896,90,90,90,3.482,O,1.385,0.8475483128,1.3,1.83,3.44
4546,ThGaO3,Th,Ga,False,not balanced,not balanced,1.21,0.62,cubic,-2.577,0.665,0,11.942,0,3.909,3.909,3.909,90,90,90,3.842,O,1.385,0.9151830909,1.3,1.81,3.44
4547,ThGdO3,Th,Gd,False,not balanced,not balanced,1.21,0.94,cubic,-2.825,0.981,0.001,16.307,0,4.336,4.336,4.336,90,90,90,2.857,O,1.385,0.7892224073999999,1.3,1.2,3.44
4548,ThGeO3,Th,Ge,False,4,2,1.21,0.73,cubic,-2.114,1.026,0,12.904,0,4.011,4.011,4.011,90,90,90,1.598,O,1.385,0.8675849159000001,1.3,2.01,3.44
4549,ThHfO3,Th,Hf,False,4,2,1.21,0.71,cubic,-3.036,0.658,0.002,13.852,0,4.107,4.107,4.107,90,90,90,3.617,O,1.385,0.8758673495,1.3,1.3,3.44
4550,ThHgO3,Th,Hg,False,4,2,1.21,1.02,cubic,-1.331,1.393,0,15.33,0,4.248,4.248,4.248,90,90,90,-1.766,O,1.385,0.762969687,1.3,2,3.44
4551,ThHoO3,Th,Ho,False,4,2,1.21,0.9,cubic,-2.983,0.86,0,15.464,0,4.26,4.26,4.26,90,90,90,3.446,O,1.385,0.8030381168999999,1.3,1.23,3.44
4552,ThInO3,Th,In,False,4,2,1.21,0.8,cubic,-2.09,1.067,0,16.127,0,4.32,4.32,4.32,90,90,90,-,O,1.385,0.8397904334999999,1.3,1.78,3.44
4553,ThIrO3,Th,Ir,False,not balanced,not balanced,1.21,0.63,cubic,-1.754,1.107,0,12.993,0,4.02,4.02,4.02,90,90,90,-0.592,O,1.385,0.9106412393000001,1.3,2.2,3.44
4554,ThKO3,Th,K,False,not balanced,not balanced,1.21,1.38,orthorhombic,-2.71,0.338,0.185,19.47,0,5.924,5.94,11.066,90,90,90,-3.539,O,1.385,0.6636318615,1.3,0.82,3.44
4555,ThLaO3,Th,La,False,not balanced,not balanced,1.21,1.03,cubic,-2.466,1.314,0.001,18.489,0,4.522,4.522,4.522,90,90,90,0.496,O,1.385,0.7598103922,1.3,1.1,3.44
4556,ThLiO3,Th,Li,False,not balanced,not balanced,1.21,0.76,orthorhombic,-2.96,0.23,0.2,11.706,0,5.129,6.068,7.523,90,90,90,-0.614,O,1.385,0.8554508612,1.3,0.98,3.44
4557,ThLuO3,Th,Lu,False,not balanced,not balanced,1.21,0.86,cubic,-3.16,0.728,-0.003,14.621,0,4.181,4.181,4.181,90,90,90,4.104,O,1.385,0.8173461457,1.3,1.27,3.44
4558,ThMgO3,Th,Mg,False,4,2,1.21,0.72,orthorhombic,-3.599,0.122,0,12.347,5.339,5.46,5.794,7.806,90,90,90,5.269,O,1.385,0.8717064595,1.3,1.31,3.44
4559,ThMnO3,Th,Mn,False,4,2,1.21,0.83,cubic,-2.74,0.617,0.91,12.324,0,3.95,3.95,3.95,90,90,90,3.746,O,1.385,0.8284162967,1.3,1.55,3.44
4560,ThMoO3,Th,Mo,False,4,2,1.21,0.65,cubic,-2.309,0.88,0.01,12.816,0,4.002,4.002,4.002,90,90,90,1.416,O,1.385,0.9016914481999999,1.3,2.16,3.44
4561,ThNaO3,Th,Na,False,not balanced,not balanced,1.21,1.02,cubic,-2.092,0.983,0.2,12.146,0,3.931,3.931,3.931,90,90,90,-2.198,O,1.385,0.762969687,1.3,0.93,3.44
4562,ThNbO3,Th,Nb,False,4,2,1.21,0.72,cubic,-2.593,0.811,0,13.44,0,4.066,4.066,4.066,90,90,90,2.293,O,1.385,0.8717064595,1.3,1.6,3.44
4563,ThNdO3,Th,Nd,False,not balanced,not balanced,1.21,0.98,cubic,-2.53,1.219,0.001,17.778,0,4.463,4.463,4.463,90,90,90,1.698,O,1.385,0.7758740369,1.3,1.14,3.44
4564,ThNiO3,Th,Ni,False,4,2,1.21,0.69,orthorhombic,-2.942,0.096,0.4,12.128,3.389,5.38,5.846,7.711,90,90,90,4.005,O,1.385,0.8843094443999999,1.3,1.91,3.44
4565,ThNpO3,Th,Np,False,element not in BV,element not in BV,1.21,0.86,cubic,-2.663,1.039,0.879,17.416,0,4.432,4.432,4.432,90,90,90,1.326,O,1.385,0.8173461457,1.3,1.36,3.44
4566,ThOsO3,Th,Os,False,element not in BV,element not in BV,1.21,0.57,cubic,-1.793,1.097,0,12.684,0,3.988,3.988,3.988,90,90,90,-0.387,O,1.385,0.938589308,1.3,2.2,3.44
4567,ThPaO3,Th,Pa,False,element not in BV,element not in BV,1.21,0.91,cubic,-2.285,1.186,0.524,18.025,0,4.483,4.483,4.483,90,90,90,0.112,O,1.385,0.7995390402,1.3,1.5,3.44
4568,ThPbO3,Th,Pb,False,not balanced,not balanced,1.21,0.99,cubic,-1.484,1.586,0.002,16.36,0,4.341,4.341,4.341,90,90,90,-0.361,O,1.385,0.7726071988,1.3,2.33,3.44
4569,ThPdO3,Th,Pd,False,4,2,1.21,0.86,cubic,-1.925,0.877,0,13.1,0,4.031,4.031,4.031,90,90,90,0.306,O,1.385,0.8173461457,1.3,2.2,3.44
4570,ThPmO3,Th,Pm,False,element not in BV,element not in BV,1.21,0.97,cubic,-2.619,1.139,0,17.262,0,4.419,4.419,4.419,90,90,90,2.035,O,1.385,0.7791686188,1.3,-,3.44
4571,ThPrO3,Th,Pr,False,not balanced,not balanced,1.21,0.92,cubic,-2.444,1.291,0.003,18.143,0,4.493,4.493,4.493,90,90,90,1.508,O,1.385,0.7960703242,1.3,1.13,3.44
4572,ThPtO3,Th,Pt,False,element not in BV,element not in BV,1.21,0.67,cubic,-1.677,1.102,0,13.576,0,4.079,4.079,4.079,90,90,90,-0.628,O,1.385,0.8929158624,1.3,2.28,3.44
4573,ThPuO3,Th,Pu,False,element not in BV,element not in BV,1.21,0.83,cubic,-2.262,1.504,1.168,21.917,0,4.785,4.785,4.785,90,90,90,-2.088,O,1.385,0.8284162967,1.3,1.28,3.44
4574,ThRbO3,Th,Rb,False,not balanced,not balanced,1.21,1.52,orthorhombic,-2.676,0.347,0.187,21.015,0,5.906,5.958,11.945,90,90,90,-,O,1.385,0.6316496032,1.3,0.82,3.44
4575,ThReO3,Th,Re,False,4,2,1.21,0.63,cubic,-1.953,1.102,0.019,12.73,0,3.993,3.993,3.993,90,90,90,0.644,O,1.385,0.9106412393000001,1.3,1.9,3.44
4576,ThRhO3,Th,Rh,False,not balanced,not balanced,1.21,0.61,cubic,-2.052,0.801,0,12.684,0,3.988,3.988,3.988,90,90,90,0.403,O,1.385,0.9197704748000001,1.3,2.28,3.44
4577,ThRuO3,Th,Ru,False,4,2,1.21,0.68,cubic,-2.076,0.846,0,12.477,0,3.966,3.966,3.966,90,90,90,0.279,O,1.385,0.8885918145999999,1.3,2.2,3.44
4578,ThSbO3,Th,Sb,False,not balanced,not balanced,1.21,0.68,cubic,-1.71,1.359,0.002,15.58,0,4.271,4.271,4.271,90,90,90,-0.803,O,1.385,0.8885918145999999,1.3,2.05,3.44
4579,ThScO3,Th,Sc,False,not balanced,not balanced,1.21,0.75,orthorhombic,-3.586,0.225,0.158,13.512,0,5.655,6.09,7.847,90,90,90,4.593,O,1.385,0.8594576568000001,1.3,1.36,3.44
4580,ThSiO3,Th,Si,False,4,2,1.21,0.4,cubic,-2.362,1.119,0,11.695,0,3.881,3.881,3.881,90,90,90,1.378,O,1.385,1.0279787659000001,1.3,1.9,3.44
4581,ThSmO3,Th,Sm,False,4,2,1.21,1.22,cubic,-2.675,1.101,0,17.026,0,4.399,4.399,4.399,90,90,90,2.33,O,1.385,0.7043923598,1.3,1.17,3.44
4582,ThSnO3,Th,Sn,False,4,2,1.21,0.69,cubic,-1.912,1.245,0.002,14.743,0,4.193,4.193,4.193,90,90,90,-0.453,O,1.385,0.8843094443999999,1.3,1.96,3.44
4583,ThSrO3,Th,Sr,False,4,2,1.21,1.18,cubic,-2.039,1.681,0,17.122,0,4.407,4.407,4.407,90,90,90,-4.355,O,1.385,0.7153770359,1.3,0.95,3.44
4584,ThTaO3,Th,Ta,False,4,2,1.21,0.72,cubic,-2.63,0.795,0,13.249,0,4.046,4.046,4.046,90,90,90,2.376,O,1.385,0.8717064595,1.3,1.5,3.44
4585,ThTbO3,Th,Tb,False,4,2,1.21,0.92,cubic,-2.751,0.936,0,15.979,0,4.307,4.307,4.307,90,90,90,3.063,O,1.385,0.7960703242,1.3,-,3.44
4586,ThTcO3,Th,Tc,False,element not in BV,element not in BV,1.21,0.6,cubic,-2.169,0.884,0.146,12.585,0,3.977,3.977,3.977,90,90,90,1.117,O,1.385,0.9244040792,1.3,1.9,3.44
4587,ThTeO3,Th,Te,False,4,2,1.21,0.97,cubic,-1.365,1.578,0.005,15.774,0,4.288,4.288,4.288,90,90,90,-0.902,O,1.385,0.7791686188,1.3,2.1,3.44
4588,Th2O3,Th,Th,False,not balanced,not balanced,1.21,0.94,cubic,-2.678,1.135,0.342,19.11,0,4.572,4.572,4.572,90,90,90,-0.878,O,1.385,0.7892224073999999,1.3,1.3,3.44
4589,ThTiO3,Th,Ti,False,4,2,1.21,0.86,orthorhombic,-3.355,0.284,0.001,12.621,0,5.502,5.982,7.669,90,90,90,4.39,O,1.385,0.8173461457,1.3,1.54,3.44
4590,ThTlO3,Th,Tl,False,not balanced,not balanced,1.21,1.2,cubic,-1.505,1.382,0,15.651,0,4.277,4.277,4.277,90,90,90,-0.149,O,1.385,0.7098422039,1.3,1.62,3.44
4591,ThTmO3,Th,Tm,False,4,2,1.21,1.03,cubic,-3.086,0.786,0,15.013,0,4.218,4.218,4.218,90,90,90,3.804,O,1.385,0.7598103922,1.3,1.25,3.44
4592,ThUO3,Th,U,False,4,2,1.21,1.03,cubic,-2.146,1.542,0.769,22.757,0,4.846,4.846,4.846,90,90,90,-2.369,O,1.385,0.7598103922,1.3,1.38,3.44
4593,ThVO3,Th,V,False,4,2,1.21,0.79,orthorhombic,-3.392,0.055,0.6,12.961,2.332,5.476,6.015,7.869,90,90,90,3.91,O,1.385,0.8436515389,1.3,1.63,3.44
4594,ThWO3,Th,W,False,4,2,1.21,0.66,cubic,-2.188,1.007,0.001,12.87,0,4.007,4.007,4.007,90,90,90,1.059,O,1.385,0.8972821991,1.3,2.36,3.44
4595,ThYO3,Th,Y,False,not balanced,not balanced,1.21,0.9,cubic,-2.91,0.901,0,15.725,0,4.284,4.284,4.284,90,90,90,3.271,O,1.385,0.8030381168999999,1.3,1.22,3.44
4596,ThYbO3,Th,Yb,False,not balanced,not balanced,1.21,0.95,cubic,-2.84,1.106,0,14.427,0.379,4.163,4.163,4.163,90,90,90,0.492,O,1.385,0.7858424398999999,1.3,-,3.44
4597,ThZnO3,Th,Zn,False,4,2,1.21,0.74,cubic,-2.594,0.608,0,12.005,0,3.915,3.915,3.915,90,90,90,3.275,O,1.385,0.8635021634000001,1.3,1.65,3.44
4598,ThZrO3,Th,Zr,False,not balanced,not balanced,1.21,0.72,cubic,-2.908,0.743,0,14.343,0,4.155,4.155,4.155,90,90,90,3.23,O,1.385,0.8717064595,1.3,1.33,3.44
4599,TiAcO3,Ti,Ac,False,element not in BV,element not in BV,0.74,1.12,rhombohedral,-3.156,0.287,0.2,16.959,0.598,6.304,6.304,6.304,58.1,58.1,58.1,-7.753,O,1.385,0.5998410818,1.54,1.1,3.44
4600,TiAgO3,Ti,Ag,False,not balanced,not balanced,0.74,0.95,orthorhombic,-1.888,0.164,-0.001,12.473,0,5.172,5.483,8.798,90,90,90,-6.839,O,1.385,0.6435125953,1.54,1.93,3.44
4601,TiAlO3,Ti,Al,False,3,3,0.67,0.54,cubic,-2.499,0.694,0.2,9.244,0,3.589,3.589,3.589,90,90,90,2.463,O,1.385,0.7548594469,1.54,1.61,3.44
4602,TiAsO3,Ti,As,False,3,3,0.67,0.58,cubic,-1.12,1.308,0.385,11.39,0,3.847,3.847,3.847,90,90,90,0.483,O,1.385,0.7394933512999999,1.54,2.18,3.44
4603,TiAuO3,Ti,Au,False,element not in BV,element not in BV,0.74,0.93,cubic,-0.278,1.761,0.288,13.043,0,4.025,4.025,4.025,90,90,90,-1.99,O,1.385,0.6490720994,1.54,2.54,3.44
4604,TiBO3,Ti,B,False,3,3,0.67,0.27,cubic,-1.779,1.094,0.189,7.239,0,3.308,3.308,3.308,90,90,90,3.148,O,1.385,0.8780087223,1.54,2.04,3.44
4605,TiBaO3,Ti,Ba,False,not balanced,not balanced,0.74,1.35,orthorhombic,-3.152,0.135,0,17.499,2.986,5.85,5.95,10.054,90,90,90,-13.843,O,1.385,0.5493974077,1.54,0.89,3.44
4606,TiBeO3,Ti,Be,False,4,2,0.74,0.45,cubic,-2.121,1.011,0,7.526,0,3.351,3.351,3.351,90,90,90,-0.819,O,1.385,0.8188566267,1.54,1.57,3.44
4607,TiBiO3,Ti,Bi,False,not balanced,not balanced,0.74,0.9,orthorhombic,-2.182,0.271,0.053,14.916,0,5.186,6.166,9.329,90,90,90,-0.215,O,1.385,0.6575938337,1.54,2.02,3.44
4608,TiCaO3,Ti,Ca,False,not balanced,not balanced,0.74,1.0,orthorhombic,-3.201,0.167,0,13.209,2.645,5.42,5.54,8.799,90,90,90,-,O,1.385,0.6300217652000001,1.54,1,3.44
4609,TiCdO3,Ti,Cd,False,not balanced,not balanced,0.74,0.95,orthorhombic,-2.313,0.168,0,12.529,2.417,5.395,5.506,8.436,90,90,90,-7.258,O,1.385,0.6435125953,1.54,1.69,3.44
4610,TiCeO3,Ti,Ce,False,2,4,0.86,0.87,rhombohedral,-3.075,0.288,0.2,15.697,0.625,6.121,6.121,6.121,58.6,58.6,58.6,-7.58,O,1.385,0.7039710526999999,1.54,1.12,3.44
4611,TiCoO3,Ti,Co,False,2,4,0.86,0.53,cubic,-1.343,1.145,-0.141,9.305,0,3.597,3.597,3.597,90,90,90,0.232,O,1.385,0.8289580803000001,1.54,1.88,3.44
4612,TiCrO3,Ti,Cr,False,2,4,0.86,0.55,orthorhombic,-2.647,0.158,0.8,9.609,0,4.894,5.313,7.392,90,90,90,0.834,O,1.385,0.8203900381,1.54,1.66,3.44
4613,TiCsO3,Ti,Cs,False,not balanced,not balanced,0.74,1.67,cubic,0.423,2.854,0.388,17.714,0,4.458,4.458,4.458,90,90,90,-16.579,O,1.385,0.4918500524,1.54,0.79,3.44
4614,TiCuO3,Ti,Cu,False,3,3,0.67,0.54,cubic,-1.045,1.223,-0.149,9.617,0,3.636,3.636,3.636,90,90,90,-1.227,O,1.385,0.7548594469,1.54,1.9,3.44
4615,TiDyO3,Ti,Dy,False,not balanced,not balanced,0.74,0.99,cubic,-1.846,1.64,0.207,15.29,0,4.244,4.244,4.244,90,90,90,-5.191,O,1.385,0.6326744884000001,1.54,1.22,3.44
4616,TiErO3,Ti,Er,False,not balanced,not balanced,0.74,0.89,cubic,-1.936,1.574,0.197,14.873,0,4.205,4.205,4.205,90,90,90,-4.594,O,1.385,0.6604843561,1.54,1.24,3.44
4617,TiEuO3,Ti,Eu,False,not balanced,not balanced,0.74,1.06,orthorhombic,-3.326,0.233,0,14.068,2.631,5.525,5.633,9.039,90,90,90,-10.005,O,1.385,0.6145611084,1.54,-,3.44
4618,TiFeO3,Ti,Fe,False,2,4,0.86,0.59,cubic,-1.429,1.171,1.199,10.453,0,3.739,3.739,3.739,90,90,90,-0.463,O,1.385,0.8037745437,1.54,1.83,3.44
4619,TiGaO3,Ti,Ga,False,3,3,0.67,0.62,cubic,-1.653,0.993,0.2,10.422,0,3.735,3.735,3.735,90,90,90,0.279,O,1.385,0.7247403668000001,1.54,1.81,3.44
4620,TiGdO3,Ti,Gd,False,not balanced,not balanced,0.74,0.94,orthorhombic,-3.203,0.283,0.2,12.911,0,5.646,5.666,8.073,90,90,90,-5.794,O,1.385,0.6462803914,1.54,1.2,3.44
4621,TiGeO3,Ti,Ge,False,2,4,0.86,0.53,cubic,-1.551,0.961,0.382,10.293,0,3.72,3.72,3.72,90,90,90,2.162,O,1.385,0.8289580803000001,1.54,2.01,3.44
4622,TiHfO3,Ti,Hf,False,2,4,0.86,0.71,cubic,-2.561,0.839,0.4,13.202,0,4.041,4.041,4.041,90,90,90,1.519,O,1.385,0.7577349517,1.54,1.3,3.44
4623,TiHgO3,Ti,Hg,False,not balanced,not balanced,0.74,1.11,orthorhombic,-1.975,0.152,0,13.864,2.063,5.301,5.832,8.969,90,90,90,-8.241,O,1.385,0.6022452545,1.54,2,3.44
4624,TiHoO3,Ti,Ho,False,not balanced,not balanced,0.74,0.9,cubic,-1.892,1.606,0.2,15.103,0,4.227,4.227,4.227,90,90,90,-4.886,O,1.385,0.6575938337,1.54,1.23,3.44
4625,TiInO3,Ti,In,False,not balanced,not balanced,0.74,0.8,cubic,-1.06,1.5,0.203,13.414,0,4.063,4.063,4.063,90,90,90,-3.907,O,1.385,0.6876896613,1.54,1.78,3.44
4626,TiIrO3,Ti,Ir,False,2,4,0.86,0.63,cubic,0.075,2.34,0.029,18.273,0,4.504,4.504,4.504,90,90,90,-9.867,O,1.385,0.7878187215000001,1.54,2.2,3.44
4627,TiKO3,Ti,K,False,not balanced,not balanced,0.74,1.38,orthorhombic,-2.365,0.232,0,15.82,0,5.853,6.422,8.417,90,90,90,-17.251,O,1.385,0.5434364955,1.54,0.82,3.44
4628,TiLaO3,Ti,La,False,not balanced,not balanced,0.74,1.03,orthorhombic,-3.19,0.285,0.2,14.351,0,5.698,5.896,8.543,90,90,90,-7.528,O,1.385,0.6221954078999999,1.54,1.1,3.44
4629,TiLiO3,Ti,Li,False,not balanced,not balanced,0.74,0.76,orthorhombic,-2.407,0.269,0.139,9.459,0,4.842,4.858,8.041,90,90,90,-4.334,O,1.385,0.7005137109999999,1.54,0.98,3.44
4630,TiLuO3,Ti,Lu,False,not balanced,not balanced,0.74,0.86,cubic,-2.07,1.472,0.2,14.136,0,4.135,4.135,4.135,90,90,90,-3.709,O,1.385,0.6693104275999999,1.54,1.27,3.44
4631,TiMgO3,Ti,Mg,False,not balanced,not balanced,0.74,0.72,cubic,-1.685,1.503,-0.002,10.017,0,3.686,3.686,3.686,90,90,90,-3.843,O,1.385,0.7138251354,1.54,1.31,3.44
4632,TiMnO3,Ti,Mn,False,2,4,0.86,0.53,cubic,-1.615,1.222,0.725,10.401,0,3.733,3.733,3.733,90,90,90,-0.705,O,1.385,0.8289580803000001,1.54,1.55,3.44
4633,TiMoO3,Ti,Mo,False,2,4,0.86,0.65,cubic,-1.638,0.954,0.433,11.878,0,3.902,3.902,3.902,90,90,90,-,O,1.385,0.7800760312999999,1.54,2.16,3.44
4634,TiNaO3,Ti,Na,False,not balanced,not balanced,0.74,1.02,orthorhombic,-2.361,0.241,0,12.582,0,5.592,5.673,7.931,90,90,90,-10.414,O,1.385,0.6247824989999999,1.54,0.93,3.44
4635,TiNbO3,Ti,Nb,False,2,4,0.86,0.68,cubic,-2.023,0.833,0.447,12.656,0,3.985,3.985,3.985,90,90,90,3.134,O,1.385,0.7687432076,1.54,1.6,3.44
4636,TiNdO3,Ti,Nd,False,not balanced,not balanced,0.74,0.98,orthorhombic,-3.119,0.3,0.2,13.718,0,5.719,5.801,8.269,90,90,90,-6.992,O,1.385,0.6353496448,1.54,1.14,3.44
4637,TiNiO3,Ti,Ni,False,2,4,0.86,0.48,cubic,-1.212,1.256,0.4,9.392,0,3.608,3.608,3.608,90,90,90,-1.581,O,1.385,0.8511821575,1.54,1.91,3.44
4638,TiNpO3,Ti,Np,False,element not in BV,element not in BV,0.74,0.86,orthorhombic,-3.106,0.268,1,13.929,0,5.658,5.927,8.307,90,90,90,-,O,1.385,0.6693104275999999,1.54,1.36,3.44
4639,TiOsO3,Ti,Os,False,element not in BV,element not in BV,0.74,0.57,cubic,-0.939,1.355,0.23,11.644,0,3.876,3.876,3.876,90,90,90,-0.206,O,1.385,0.7685943274,1.54,2.2,3.44
4640,TiPaO3,Ti,Pa,False,element not in BV,element not in BV,0.74,0.91,cubic,-1.958,0.999,0.593,16.663,0,4.368,4.368,4.368,90,90,90,3.847,O,1.385,0.6547285011,1.54,1.5,3.44
4641,TiPbO3,Ti,Pb,False,2,4,0.86,0.78,orthorhombic,-2.367,0.15,0,15.451,1.808,5.589,5.774,9.576,90,90,90,0.001,O,1.385,0.7332354381999999,1.54,2.33,3.44
