,a,b,c,d,e,f,g,h,i,j,(a)^(2),(1 + a)^(1/2),log(2+(a)),e^(a),(b)^(2),(1 + b)^(1/2),log(2+(b)),e^(b),(c)^(2),(1 + c)^(1/2),log(2+(c)),e^(c),(d)^(2),(1 + d)^(1/2),log(2+(d)),e^(d),(e)^(2),(1 + e)^(1/2),log(2+(e)),e^(e),(f)^(2),(1 + f)^(1/2),log(2+(f)),e^(f),(g)^(2),(1 + g)^(1/2),log(2+(g)),e^(g),(h)^(2),(1 + h)^(1/2),log(2+(h)),e^(h),(i)^(2),(1 + i)^(1/2),log(2+(i)),e^(i),(j)^(2),(1 + j)^(1/2),log(2+(j)),e^(j)
0,0.018270715388574724,0.21945500633713544,0.24796110414052674,1.0,-0.8956521739130433,-0.17414721723518847,0.2186032645151678,-0.11794871794871795,0.979247730220493,1.0,0.0003338190408103012,1.009094007210713,0.7022410632752814,1.0184386460879107,0.04816049980643215,1.1042893671212883,0.7972616731050071,1.2453978116858215,0.06148470916658915,1.117121794676179,0.8100236294531645,1.281410089677918,1.0,1.4142135623730951,1.0986122886681098,2.718281828459045,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.030327253270759923,0.9087644264410946,0.6020471561212759,0.8401732005778152,0.047787387256688414,1.1039036482026716,0.7968778377515965,1.244337505902113,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.9589261171419875,1.4068573951259213,1.0916708291257688,2.6624526057517577,1.0,1.4142135623730951,1.0986122886681098,2.718281828459045
1,0.08558929490478681,0.17455640050697072,-0.2478042659974908,0.9676077265973253,-0.8956521739130433,0.02154398563734291,0.01956473131102383,-0.11794871794871795,0.8378728923476007,0.9267965077233044,0.007325527402298565,1.0419161650079083,0.7350514507628324,1.0893588311942601,0.030469936957949965,1.0837695329298433,0.7768246899493463,1.1907178975842858,0.06140695424655518,0.8672921849080096,0.5608697065950162,0.7805127012026022,0.9362647125708442,1.4027144137697185,1.0877561489817265,2.631641317411776,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.00046414331714203754,1.010714591582284,0.7038615687723516,1.0217777328937654,0.0003827787112725562,1.0097349807305993,0.7028820086450617,1.0197573749560471,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.702030983730934,1.3556817076097178,1.0430547899785423,2.311445051447343,0.8589517667281129,1.3880909580151095,1.0739084828205563,2.5264028881923974
2,0.018270715388574724,-0.3780418250950573,-0.35721455457967394,0.9352154531946507,-0.8956521739130433,0.2172351885098743,-0.4841246180219122,-0.11794871794871795,0.6964980544747083,0.8535930154466086,0.0003338190408103012,1.009094007210713,0.7022410632752814,1.0184386460879107,0.14291562152120188,0.7886432494511969,0.4836341692355639,0.6852018414343856,0.12760223800355486,0.8017390132832043,0.4963932434434925,0.6996223744458876,0.8746279438940759,1.3911202152203277,1.076780858829299,2.547762322141106,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.047191127126920626,1.1032838204695445,0.7962610091347936,1.2426363215578748,0.2343766457748624,0.718244653288897,0.415993081980002,0.6162364029655547,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.4851095398870537,1.3024968539212325,0.9919539142946835,2.006712988737634,0.7286210360192342,1.3614672289286323,1.0485789074308025,2.348068359447907
3,-0.006038771658946262,-0.4505703422053235,-0.31276662484316203,0.9028231797919762,-0.8956521739130433,0.4129263913824057,-0.51662070507565,-0.11794871794871795,0.5551232166018158,0.7803895231699127,3.646676314889259e-05,0.9969760420095629,0.6901232271886474,0.9939794250755614,0.2030136332750223,0.7412352243348103,0.4378869005031526,0.637264589062992,0.09782296161578326,0.8289954011674842,0.5230901313741887,0.7314205880468491,0.8150896939696951,1.3794285700216506,1.0656837737117124,2.4665568241289977,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.1705082047000957,1.1886658030676267,0.8808402811558108,1.5112337820102326,0.2668969529128618,0.6952548417122674,0.3943227923722618,0.5965330066709801,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.3081617856103466,1.247045795711535,0.9381004481687046,1.7421556340466884,0.6090078078733637,1.3343123784069129,1.022591034135351,2.182322165007164
4,-0.06026762738033928,-0.5403675538656529,-0.5144918444165623,0.8704309063893017,-0.8956521739130433,0.6086175942549372,-0.5044346724304983,-0.11794871794871795,0.4137483787289235,0.707186030893217,0.0036321869100554207,0.9693979433749902,0.662550011301042,0.9415125253328873,0.29199709327074935,0.6779619798590089,0.37818465480304003,0.5825341003597384,0.2647018579711561,0.6967841527929849,0.39575690603230596,0.5978042950384971,0.7576499627977012,1.3676369790223215,1.0544621601004678,2.3879396102947683,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.3704153760366674,1.2683128928836673,0.958820423642999,1.8378889336066973,0.2544543387500642,0.7039640101379485,0.40250428089508666,0.603846850224114,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.17118772090081272,1.1890115132869503,0.8811808830789212,1.5124765077391156,0.500112082290502,1.3065932920741699,0.9959097304331568,2.0282757155338325
5,-0.02847829816435029,-0.29860583016476583,-0.2580614805520704,0.9352154531946507,-0.8956521739130433,0.2172351885098743,-0.28914809569948535,-0.11794871794871795,0.6964980544747083,0.8535930154466086,0.0008110134663376371,0.9856580045003691,0.6788056820536306,0.9719233864388616,0.08916544180838898,0.8374927879302807,0.5314480148670673,0.7418517674008042,0.06659572774472661,0.8613585313026914,0.5549985847236434,0.7725477339856515,0.8746279438940759,1.3911202152203277,1.076780858829299,2.547762322141106,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.047191127126920626,1.1032838204695445,0.7962610091347936,1.2426363215578748,0.08360662124663874,0.8431203379711075,0.5369914361087291,0.7489012881295755,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.4851095398870537,1.3024968539212325,0.9919539142946835,2.006712988737634,0.7286210360192342,1.3614672289286323,1.0485789074308025,2.348068359447907
6,0.03697032080974467,-0.550728770595691,-0.39824341279799264,0.9028231797919762,-0.8956521739130433,0.4129263913824057,-0.7278452709249458,-0.11794871794871795,0.5551232166018158,0.7803895231699127,0.0013668046207754396,1.0183173968904513,0.7114635670893075,1.0376622234065886,0.3033021787618413,0.6702769796168663,0.37106082967573895,0.5765294994972008,0.15859781583699237,0.7757297127234507,0.4711008940317418,0.6714985564248539,0.8150896939696951,1.3794285700216506,1.0656837737117124,2.4665568241289977,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.1705082047000957,1.1886658030676267,0.8808402811558108,1.5112337820102326,0.5297587384078077,0.5216845110553449,0.2407120998747014,0.482948492923981,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.3081617856103466,1.247045795711535,0.9381004481687046,1.7421556340466884,0.6090078078733637,1.3343123784069129,1.022591034135351,2.182322165007164
7,-0.006038771658946262,-0.7199619771863122,-0.418757841907152,0.8704309063893017,-0.8956521739130433,0.6086175942549372,-0.8334575538495937,-0.11794871794871795,0.4137483787289235,0.707186030893217,3.646676314889259e-05,0.9969760420095629,0.6901232271886474,0.9939794250755614,0.5183452485940239,0.5291861891751218,0.24688978281352505,0.48677076400217384,0.1753581301587353,0.7623923911561867,0.45821071417252507,0.657863482947023,0.7576499627977012,1.3676369790223215,1.0544621601004678,2.3879396102947683,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.3704153760366674,1.2683128928836673,0.958820423642999,1.8378889336066973,0.6946514940689484,0.4080961236650089,0.15404419943019873,0.43454422584619806,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.17118772090081272,1.1890115132869503,0.8811808830789212,1.5124765077391156,0.500112082290502,1.3065932920741699,0.9959097304331568,2.0282757155338325
8,0.04445016297821267,0.21945500633713544,0.2445420326223335,0.9676077265973253,-0.8956521739130433,0.02154398563734291,0.16173511217112677,-0.11794871794871795,0.979247730220493,1.0,0.0019758169887896682,1.0219834455499819,0.715128884383717,1.0454528731545063,0.04816049980643215,1.1042893671212883,0.7972616731050071,1.2453978116858215,0.059800805719062426,1.1155904412562585,0.8085015060069547,1.277036338282367,0.9362647125708442,1.4027144137697185,1.0877561489817265,2.631641317411776,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.00046414331714203754,1.010714591582284,0.7038615687723516,1.0217777328937654,0.026158246509006958,1.0778381660393765,0.770911191901012,1.175548811503423,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.9589261171419875,1.4068573951259213,1.0916708291257688,2.6624526057517577,1.0,1.4142135623730951,1.0986122886681098,2.718281828459045
9,0.053799965688797635,0.20564005069708474,0.2171894604767877,0.9352154531946507,-0.8956521739130433,0.2172351885098743,0.12517701423567162,-0.11794871794871795,0.979247730220493,1.0,0.0028944363081158026,1.0265475954327679,0.7196917190758532,1.055273490135231,0.04228783045069958,1.0980164164060047,0.7910177392029014,1.2283109947273123,0.04717126174219812,1.1032630966713188,0.7962403850237947,1.2425794995422375,0.8746279438940759,1.3911202152203277,1.076780858829299,2.547762322141106,0.8021928166351604,0.32302914123489956,0.09925495809534146,0.40834120230215715,0.047191127126920626,1.1032838204695445,0.7962610091347936,1.2426363215578748,0.015669284892957536,1.0607436138085733,0.7538550997238465,1.1333490542282552,0.013911900065746219,0.9391758525703704,0.6323622894908234,0.8887416279397498,0.9589261171419875,1.4068573951259213,1.0916708291257688,2.6624526057517577,1.0,1.4142135623730951,1.0986122886681098,2.718281828459045
