,y,pred(y)
0,1.4,1.4001962841453297
1,2.9,2.899912425648861
2,3.1,3.1001673538943266
3,3.7,3.6994068548768926
4,3.6,3.599827393944216
5,2.8,2.8002124975525273
6,3.1,3.1005056654019314
7,3.2,3.199833124479575
8,1.4,1.3994840196309404
9,1.4,1.4000989797646204
10,1.4,1.4005004989599352
11,1.2,1.1997946065802454
12,1.4,1.4000613477979629
13,1.3,1.3004566157231712
14,1.4,1.3992533957260826
15,0.9,0.9001377067928829
16,3.0,2.99963653923033
17,3.3,3.2995454399389894
18,2.9,2.900536380710582
19,2.8,2.7994921604798924
20,3.1,3.0989866737209413
21,3.1,3.0999404748807877
22,3.4,3.3998976409200963
23,3.0,3.0001065248965086
24,3.2,3.200007280913413
25,3.4,3.3998976409200963
26,3.0,3.0001618037553897
27,3.1,3.1009100056224015
28,3.0,2.9987348843988295
29,3.0,3.0005909167655775
30,3.1,3.0999404748807877
31,3.2,3.1993531130905764
32,2.5,2.4994058357261646
33,3.1,3.1003226526896936
34,3.0,3.0007160921273117
35,3.0,3.0001262028348217
36,3.1,3.1001423695311723
37,2.4,2.4004669404770733
38,2.9,2.900145200509992
39,3.1,3.1001414038690918
40,2.6,2.5999333384788454
41,3.1,3.0997827099847037
42,2.9,2.900480158225333
43,2.6,2.5999333384788454
44,2.5,2.5005724864080596
45,0.9,0.9002356503533969
46,0.8,0.7997089549216817
47,1.1,1.10014075124685
48,2.2,2.1498618056110135
49,1.9,1.9001129905537242
50,2.1,2.1498618056110135
51,5.42,5.419771484594662
52,5.3,5.2999188055977875
53,5.28,5.280411512378949
54,2.61,2.609549679915153
55,2.92,2.920628670918283
56,3.57,3.569906214780606
57,3.06,3.06048051125621
58,-0.39,-0.3899171487517463
59,0.42,0.42009999556047267
60,0.46,0.46038574286355355
61,0.38,0.38035719202842533
62,1.45,1.4496958240841322
63,3.0,2.9995412827865557
64,3.28,3.2804817847360055
65,2.95,2.94985839026313
66,3.07,3.0704024848256735
67,2.79,2.7896532429690155
68,3.13,3.130006156052193
69,0.5,0.49940493285509674
70,1.82,1.8200881901575636
71,0.4,0.399752326260187
72,1.93,1.929881731709636
73,3.33,3.32959321807144
74,3.1,3.1003132720447293
75,1.12,1.1195676839551756
76,3.81,3.8100929335546407
77,4.35,4.349780499769001
78,1.37,1.370845382057534
79,3.13,3.1293613732036274
80,3.16,3.159847863648398
81,3.14,3.14006942741354
82,3.18,3.17952489663773
83,3.25,3.250268805400731
84,2.7,2.7002377533900592
85,2.9,2.899718724745957
86,2.6,2.6001559913185925
87,2.4,2.4002318493693777
88,1.9,1.9002184066913543
89,0.5525568168,0.5527338584053558
90,1.8758195838,1.8756060824491292
91,1.6765601022,1.6772399620902907
92,1.4308468586,1.4311776496243607
93,1.5978146751,1.5981231003816456
94,1.3593597253,1.3585547881390394
95,1.7928510355,1.792669696765186
96,-1.6281682505,-1.6279067158023235
97,-1.145962373,-1.1458918277799346
98,0.7058299921,0.7054519025480488
99,-1.7419666716,-1.7419024693954361
100,0.472940643,0.4731191041870976
101,1.85,1.8499895774366075
102,1.87,1.8694839386762112
103,3.93,3.9297664111665784
104,0.95,0.9499754232551868
105,2.679,2.6791177559185297
106,2.204,2.2040769015348225
107,3.817,3.8171555933678634
108,2.204,2.2040769015348225
