,y,pred(y)
0,1.4,3.641383931767532
1,2.9,2.21461527886297
2,3.1,1.7468376883024828
3,3.7,1.542595867191656
4,3.6,1.3556798565647903
5,2.8,1.8408618357126132
6,3.1,1.4833143090321068
7,3.2,1.287196959358762
8,1.4,3.5473239800159595
9,1.4,3.41038738835847
10,1.4,3.4376752415053886
11,1.2,3.6173479044072234
12,1.4,3.447942195043157
13,1.3,3.568015609922674
14,1.4,3.409982740672117
15,0.9,4.903641079197994
16,3.0,2.103458805914113
17,3.3,2.068523677159983
18,2.9,1.8754506985803134
19,2.8,1.4551054584071759
20,3.1,2.0400550080980997
21,3.1,1.3008334303616889
22,3.4,2.0617635935182546
23,3.0,2.128175024282908
24,3.2,2.0424911430929376
25,3.4,2.070625134355047
26,3.0,1.362703823168924
27,3.1,2.0455755057236207
28,3.0,1.3974126093327972
29,3.0,2.120870476805985
30,3.1,1.3047313338760933
31,3.2,1.3802658677661328
32,2.5,1.6847415409120323
33,3.1,1.2538367185860428
34,3.0,1.2733420992916518
35,3.0,1.3067050225437664
36,3.1,1.8962391164844563
37,2.4,1.5236825172608022
38,2.9,1.3951606197268136
39,3.1,1.298646477902662
40,2.6,1.3530305566985072
41,3.1,1.2326658626876572
42,2.9,1.3006543566288822
43,2.6,1.355412336530943
44,2.5,1.3464220582369402
45,0.9,0.23173410614856493
46,0.8,0.24214249096117335
47,1.1,0.37720435614767744
48,2.2,0.3623231223295287
49,1.9,-0.23131643489372955
50,2.1,0.3623231223295287
51,5.42,2.6819406917671076
52,5.3,2.689610438411076
53,5.28,2.669580185444798
54,2.61,1.6526584049570934
55,2.92,2.1681532150508223
56,3.57,3.322420446869492
57,3.06,2.782724407005844
58,-0.39,-0.94426099901154
59,0.42,-0.9549730840348278
60,0.46,-1.6999061086454823
61,0.38,-1.3170237105438183
62,1.45,0.06298755952594348
63,3.0,2.246328654558336
64,3.28,2.8770502442653676
65,2.95,2.352079445952355
66,3.07,2.9035149441769876
67,2.79,2.0691194744249986
68,3.13,2.5108143343895195
69,0.5,-0.9773970515323924
70,1.82,-0.02108315472545863
71,0.4,-0.9088798743639313
72,1.93,0.6658197810635658
73,3.33,2.85155917674149
74,3.1,2.475575275036519
75,1.12,-0.6793488694545555
76,3.81,3.544241377855039
77,4.35,4.760402245715732
78,1.37,-0.5308599766697206
79,3.13,2.7599538707695297
80,3.16,2.5977299802611014
81,3.14,2.8397570622645136
82,3.18,2.6607548424803333
83,3.25,2.7727866211961696
84,2.7,1.9009385453588692
85,2.9,1.883773239467641
86,2.6,2.2253293553263713
87,2.4,2.374344348851033
88,1.9,2.7189477872701726
89,0.5525568168,0.659344048076413
90,1.8758195838,1.8632704946097167
91,1.6765601022,1.9654136516432938
92,1.4308468586,1.882821125948455
93,1.5978146751,2.048787519032919
94,1.3593597253,1.8315495766770837
95,1.7928510355,1.7639397858172128
96,-1.6281682505,1.1252448019358425
97,-1.145962373,1.1536299846938096
98,0.7058299921,1.2083404609528614
99,-1.7419666716,1.1899050517372984
100,0.472940643,1.157644447331954
101,1.85,2.8180392544340815
102,1.87,2.4879061173448624
103,3.93,0.7373424574543073
104,0.95,3.789359651951278
105,2.679,1.8494451491012045
106,2.204,2.826914551136972
107,3.817,1.120342381226528
108,2.204,2.8269145511369738
