,c,k,a x e,e x g,a x c x (a)^(2),a x (a)^(2) x (a)^(1/2),b x g x (b)^(2),c x (c)^(2) x (c)^(1/2),c x (d)^(2) x (d)^(1/2),c x (i)^(2) x (i)^(1/2),d x g x (g)^(2),e x (b)^(2) x (e)^(2),e x (e)^(2) x (e)^(1/2),f x h x (h)^(2),h x (a)^(2) x (k)^(2),h x (h)^(2) x (k)^(2),h x (k)^(2) x (k)^(1/2),i x (i)^(2) x (i)^(1/2),j x (j)^(2) x (j)^(1/2),k x (d)^(2) x (d)^(1/2),k x (e)^(2) x (e)^(1/2),k x (g)^(2) x (g)^(1/2),k x (i)^(2) x (i)^(1/2),k x (k)^(2) x (k)^(1/2),(a)^(2) x (a)^(1/2) x (e)^(2),(d)^(2) x (d)^(1/2) x (j)^(2),(d)^(2) x (j)^(2) x (j)^(1/2),(f)^(2) x (f)^(1/2) x log(1+(f)),(h)^(2) x (h)^(1/2) x log(1+(h)),(h)^(2) x (h)^(1/2) x (i)^(2)
0,0.6809158802730186,-0.7431952304586809,-0.0735378359679197,-0.5145190906132632,0.0027871237354903148,0.00026187508447765307,0.12341656818632248,0.3157042211098214,4.62922203006856,3.924243485386699,0.5224579677614084,0.6937206405684708,-1.5185823789978232,-0.10547629519956048,0.019743969238222886,-0.12814546183593287,-0.22935382432145546,13.835463872050203,19.4292604301782,-5.0526296025020665,-0.9818876961315244,-0.14891793195362527,-4.28317083797276,-0.4104958223040775,-0.004704811619824041,18.27679209223624,18.844218035999244,-0.2289094125197813,-0.07159793143945567,0.4139344365814234
1,-0.6804851934417276,0.4452776786478969,-0.344488510463799,-0.046048844625293135,-0.061123647034064574,0.02692067028021448,0.006988295824600922,-0.3151055406984441,-4.3314358183338735,-2.871126288938489,0.0040493486753310545,0.5517913671515602,-1.5185823789978232,0.013048613839120886,-0.055414876912229794,0.07677701825447765,-0.08233073796319175,8.666633350363945,15.467119308500063,2.8342889823145314,0.5882877824128937,0.0007146764920660482,1.878730737075118,0.08828618989991094,-0.10324523837829612,15.859263521180262,15.661964149717555,0.0004334032724033496,-0.07159793143945567,0.3541743656047676
2,-0.9809323269511888,0.6037407331954407,-0.0735378359679197,1.1394676962422234,-0.004015150550254746,0.00026187508447765307,-0.8110781595920566,-0.943880776768794,-5.83279810511217,-2.859935234668453,2.3964263121847127,-1.195030459518111,-1.5185823789978232,0.13157352287780225,-0.016039175139372263,0.10410001559986573,-0.15135651310060638,4.978238817266778,12.083947451170678,3.5899497934852227,0.7976445128854829,0.5933290449992666,1.760222747308975,0.22006523174818404,-0.004704811619824041,13.645019889607775,12.840782815552915,0.4443288973739295,-0.07159793143945567,0.2944142946281117
3,-0.8588756789629702,1.0791298968380718,0.024305463155592105,1.2159526343627087,-0.0003840424248893712,-9.455257212752638e-06,-1.2294839079959758,-0.6335646164340959,-4.75937861786176,-1.5906931934237147,2.634416191451649,-1.4243008242685051,-1.5185823789978232,0.2500984319164837,0.009475417009636585,0.18606900763603,-0.4835569255507555,2.520485345891502,9.23401467716537,5.9798966051848375,1.4257147043032503,1.2076696063092618,1.9986182211993508,1.2566697872946642,-0.0005139588520289902,11.625638215358205,10.361047915729001,3.051630564427984,-0.07159793143945567,0.2346542236514559
4,-1.4128250813710392,0.9998983695643,0.24257128427727245,1.1872707825675268,-0.06292283290456213,-0.00939896011082801,-1.7266698108117748,-2.8201044153570085,-7.277321315770171,-1.4535780028450516,2.42148751393114,-1.7081593711023269,-1.5185823789978232,0.36862334095516497,0.08762256335216065,0.1724075089633359,-0.4151565352426155,1.0435780093709155,6.871590805459516,5.150376939353844,1.3210363390669555,1.066833186245307,1.028740425296566,0.9996951396780868,-0.05119167300439437,9.792695516271019,8.203133332469525,9.771191899077746,-0.07159793143945567,0.17489415267480007
5,-0.7086521122082394,0.36604615137412494,0.11462235465421855,0.680558067519314,-0.007047138929352543,-0.000991675585333846,-0.3022335968083825,-0.3558764566308692,-4.213771514818917,-2.066094764279713,0.8548509872471071,-0.943924821934346,-1.5185823789978232,0.13157352287780225,0.015157440675650504,0.06311551958178359,-0.05563804333435352,4.978238817266778,12.083947451170678,2.1765755286652304,0.483609417176599,0.12832383024733846,1.067217642916701,0.04904644509919951,-0.011430341334026577,13.645019889607775,12.840782815552915,0.4443288973739295,-0.07159793143945567,0.2944142946281117
6,-1.0936000020172367,0.6037407331954407,-0.14880191221677475,1.7131047321458612,-0.01832806526780305,0.002169637509889728,-2.5878579392889716,-1.307902913093609,-6.060081329091656,-2.025417789961637,5.2290031144723255,-1.7409122803523829,-1.5185823789978232,0.2500984319164837,-0.03245485673741486,0.10410001559986573,-0.15135651310060638,2.520485345891502,9.23401467716537,3.3455723647594966,0.7976445128854829,1.3410945672524552,1.118166806220666,0.22006523174818404,-0.019263605354098903,11.625638215358205,10.361047915729001,3.051630564427984,-0.07159793143945567,0.2346542236514559
7,-1.1499338395502607,0.6829722604692127,0.024305463155592105,1.9616807810374373,-0.0005141877817945145,-9.455257212752638e-06,-5.06440520391564,-1.5206125235167276,-5.923194705860982,-1.1831036665029533,6.610576686113375,-2.2758764647699703,-1.5185823789978232,0.36862334095516497,0.005996911950008736,0.1177615142725598,-0.19368959360918275,1.0435780093709155,6.871590805459516,3.5179221084956467,0.9023228781217776,1.9893025307027,0.7026725866219877,0.318573168018714,-0.0005139588520289902,9.792695516271019,8.203133332469525,9.771191899077746,-0.07159793143945567,0.17489415267480007
8,0.671526907350848,-0.7431952304586809,-0.1789075427163169,-0.3806704489024149,0.01626903585993321,0.003770922405917076,0.09131058744095473,0.3028239758958658,4.274414384776054,3.8701331071568257,0.2767234899195003,0.6937206405684708,-1.5185823789978232,0.013048613839120886,0.04803438901054916,-0.12814546183593287,-0.22935382432145546,13.835463872050203,19.4292604301782,-4.730598802513536,-0.9818876961315244,-0.08151590194145301,-4.28317083797276,-0.4104958223040775,-0.027846963747001827,17.111915494954644,18.233810973317546,0.0004334032724033496,-0.07159793143945567,0.4139344365814234
9,0.5964151239734826,-0.7431952304586809,-0.2165395808407444,-0.29462489351686905,0.02116724454502324,0.006686110027488279,0.062053435457682375,0.2121514202259404,3.546390417965982,3.4372500813178366,0.16021343119088724,0.6500500949017288,-1.5185823789978232,0.13157352287780225,0.05813811035780851,-0.12814546183593287,-0.22935382432145546,13.835463872050203,19.4292604301782,-4.419171040494724,-0.9818876961315244,-0.048829568541118064,-4.28317083797276,-0.4104958223040775,-0.040793891032124746,15.985393088612096,17.623403910635847,0.4443288973739295,-0.07159793143945567,0.4139344365814234
10,0.6527489615065066,-0.7431952304586809,-0.2842772494647148,-0.2277005726614449,0.03992744268534765,0.015128224407464173,0.05123387789025368,0.2781240652220805,3.6171468424587663,3.761912350697078,0.09238028903668373,0.6718853677350998,-1.5185823789978232,0.2500984319164837,0.0763248087828756,-0.12814546183593287,-0.22935382432145546,13.835463872050203,19.4292604301782,-4.118346316445631,-0.9818876961315244,-0.029165690002881408,-4.28317083797276,-0.4104958223040775,-0.07030800216853053,14.897224873208582,17.01299684795415,3.051630564427984,-0.07159793143945567,0.4139344365814234
11,0.8123615011834079,-0.9016582850062244,-0.3294356952140277,-0.19901872086626315,0.06673163074240353,0.0235436399083026,0.04925259669225584,0.536102707300106,4.18439320381834,4.681788780604927,0.06804097596143133,0.7046382769851566,-1.5185823789978232,0.36862334095516497,0.10730830580809317,-0.1554684591813209,-0.33758575582107353,13.835463872050203,19.4292604301782,-4.644352045795354,-1.1912444266041131,-0.02703154910843257,-5.19642257361056,-0.7330370618799954,-0.09441953484745608,13.847410848744106,16.402589785272447,9.771191899077746,-0.07159793143945567,0.4139344365814234
12,0.6527489615065066,-0.7431952304586809,-0.27675084183982873,-0.2468218071915661,0.03784122497195992,0.013958170394028935,0.057355769923425726,0.2781240652220805,3.8813614366473455,3.761912350697078,0.11244162154811686,0.6828030041517855,-1.5185823789978232,0.13157352287780225,0.07430406451342357,-0.12814546183593287,-0.22935382432145546,13.835463872050203,19.4292604301782,-4.419171040494724,-0.9818876961315244,-0.03426976019080804,-4.28317083797276,-0.4104958223040775,-0.06663439350110845,15.985393088612096,17.623403910635847,0.4443288973739295,-0.07159793143945567,0.4139344365814234
13,0.6903048531951893,-0.8224267577324526,-0.23159239609051585,-0.3806704489024149,0.02802403163990023,0.008179646438479458,0.1125371426705346,0.32894461422344473,3.8252592762555495,3.9783538636165727,0.258195934390492,0.7701440954852687,-1.5185823789978232,0.2500984319164837,0.06880852274329909,-0.14180696050862687,-0.2808630590913081,13.835463872050203,19.4292604301782,-4.55740035651652,-1.0865660613678192,-0.09020625562407047,-4.73979670579166,-0.5562777573060576,-0.046662622170972334,14.897224873208582,17.01299684795415,3.051630564427984,-0.07159793143945567,0.4139344365814234
14,0.6245820427399946,-0.7431952304586809,-0.2842772494647148,-0.2372611899265053,0.038204524533050385,0.015128224407464173,0.055134100086306495,0.24365115880342744,3.21715991102606,3.5995812160074574,0.09670213921171993,0.6828030041517855,-1.5185823789978232,0.36862334095516497,0.0763248087828756,-0.12814546183593287,-0.22935382432145546,13.835463872050203,19.4292604301782,-3.8281246303662537,-0.9818876961315244,-0.031666307014544856,-4.28317083797276,-0.4104958223040775,-0.07030800216853053,13.847410848744106,16.402589785272447,9.771191899077746,-0.07159793143945567,0.4139344365814234
15,1.4977565245018665,-1.13935286682754,0.7694198180192597,-2.063339087553084,0.6711337088569741,-0.2999519907427601,1.5802951417509448,3.3598791784161763,0.1045669376248702,0.20729151397163065,-0.8514494933400059,1.2396024614027432,-1.5185823789978232,-0.10547629519956048,-0.3166958147342386,-0.196452955199403,-0.5390346177698462,-0.05148852550850922,-0.00029811055189258765,-0.07954473120916386,-1.5052795223129969,-3.6714748384353375,-0.15768796653457948,-1.4790223891483978,-0.515047501199025,-0.004663861218374907,-0.0011791294423260665,-0.2289094125197813,-0.07159793143945567,-0.0641461312318232
16,-0.3988160057766075,0.5245092059216688,-0.03473664714447916,0.1040435642834753,-0.10733995733899472,-0.13963145324885198,1.227189492853688,-0.06343336332378363,-0.04848886498795167,-0.0551966706745256,-0.8419343085412158,0.003984115293099698,0.000300179087606996,-0.10547629519956048,0.11299199921107775,0.09043851692717167,-0.11423689455194268,-0.05148852550850922,-0.01831600459054326,0.06377090112356093,0.002351473401392288,1.2664749464882414,0.07259277833806893,0.14429767891241105,0.018021142319351525,-0.03204889202954864,-0.02422824082625559,-0.2289094125197813,-0.07159793143945567,-0.0641461312318232
