,c x e^(e) x e^(i),(1 + c)^(1/2) x e^(c) x e^(i),(1 + c)^(1/2) x e^(c) x e^(e),(1 + c)^(1/2) x e^(c) x e^(g),(1 + c)^(1/2) x e^(c) x e^(h)
0,0.2695806091757049,3.811277313399784,0.5845368128238184,1.7812581137451338,1.2722257653425355
1,-0.2338921011847775,1.5646924297852116,0.2764194578674943,0.6903069765003738,0.6016181506895713
2,-0.29271003432013576,1.125594517389616,0.2290445226174223,0.3456559659935578,0.4985081122209728
3,-0.2225002772327824,1.0563461450548042,0.24759536202686225,0.36170439062963416,0.5388834236601423
4,-0.31775349476738296,0.6300078103928033,0.1700906727735574,0.2515267046963645,0.3701969347346953
5,-0.2114616659950612,1.335348258143428,0.2717268071132571,0.4983493086643633,0.5914047457057965
6,-0.2833079450152848,0.9074912779038024,0.2127054967168501,0.25156853752915265,0.4629467424744069
7,-0.2586275548801709,0.7585827646040857,0.20480357649135567,0.2179457059322536,0.4457484646482588
8,0.2658634318954833,3.7930618590884357,0.5817431028070067,1.6747450642981017,1.2661453444241109
9,0.2361260136537104,3.649935261222713,0.5597917310050644,1.5536992723793914,1.2183688824830183
10,0.2584290773350401,3.7568490985795817,0.5761891402189325,1.5543785325534998,1.2540573216524364
11,0.32162109109880754,4.07410386801443,0.6248466050343641,1.6652245646766513,1.3599587448928192
12,0.2584290773350401,3.7568490985795817,0.5761891402189325,1.5670577710498743,1.2540573216524364
13,0.2732977864559265,3.8295658713168783,0.5873417347638771,1.690862627516897,1.2783305886549945
14,0.2472775454943752,3.703070995437225,0.5679411754486906,1.5383642750607105,1.2361058888904035
15,0.1913594490272667,1.8428574298397609,0.8758294637245789,5.153712445360139,1.9062149472053609
16,-0.13146704783887606,0.6869829812553416,0.8423826840965363,1.7077144967514706,0.7106014855736825
17,-0.24288750047813065,0.5619879977147899,0.6891130797446401,1.4549143132722857,0.5813091691455987
18,-0.12527702269225074,0.6944580430693672,0.8515486500760426,1.4496348322278148,0.7183335403330237
19,-0.09123188438581192,0.7366434623356377,0.9032766661708844,0.9756403299853552,0.7619692961204272
20,-0.16860719871862767,0.6433478379723749,0.7888770076495383,1.5607397058915644,0.6654661641957987
21,-0.18098724901187813,0.6292536747065328,0.7715946594605341,0.6170411198207998,0.6508874429932383
22,-0.2831226639311949,0.5209723712247197,0.638819470622809,1.3652663763328967,0.5388834236601423
23,-0.16551218614531496,0.6469060334354225,0.7932400884339051,1.6747561357441183,0.6691466905712599
24,-0.2181273998916297,0.588268660321011,0.7213385870863357,1.4682807599869183,0.6084933620577957
25,-0.2800276513578823,0.5240554379071574,0.6425999456244672,1.3845484326211224,0.5420724863071668
26,-0.17170221129194022,0.6398035660925836,0.7845310000471216,0.7086932068096949,0.6618000400969827
27,-0.2212224124649423,0.5849388648035577,0.7172555716958243,1.4659122786866792,0.6050490880278405
28,-0.15313213585206456,0.6612792929001495,0.8108646660689838,0.7848495046229821,0.6840141033119762
29,-0.16860719871862767,0.6433478379723749,0.7888770076495383,1.6587926899451806,0.6654661641957987
30,-0.18717727415850344,0.6222889028475705,0.7630544141083833,0.6102115202492839,0.6436832219794708
31,-0.2119373747450045,0.5949671696025769,0.729552339656654,0.6563575820927514,0.6154221663753522
32,0.0232835808267554,0.8928547142826968,1.0948238475301473,1.4429608172787642,0.9235510975997951
33,-0.2026523370250665,0.6051131251390943,0.7419933716629462,0.5210428419852152,0.625916940297756
34,-0.16860719871862767,0.6433478379723749,0.7888770076495383,0.6082151191288062,0.6654661641957987
35,-0.17170221129194022,0.6398035660925836,0.7845310000471216,0.6428648137838815,0.6618000400969827
36,-0.19336729930512864,0.6153783516180878,0.7545806544198378,1.3432597940077369,0.6365350857027465
37,0.01709355568013014,0.8838092303313417,1.083732220433402,1.2390489478491815,0.9141946295227836
