,c x e^(e) x e^(i),(1 + c)^(1/2) x e^(c) x e^(i),(1 + c)^(1/2) x e^(c) x e^(e),(1 + c)^(1/2) x e^(c) x e^(g),(1 + c)^(1/2) x e^(c) x e^(h)
38,-0.13146704783887606,0.6869829812553416,0.8423826840965363,0.8220072748491959,0.7106014855736825
39,-0.22741243761156754,0.5783178946775905,0.7091368981067879,0.5249729272687681,0.5982004886653732
40,-0.02933163291955927,0.818220507504787,1.0033069320512418,0.955466334715108,0.8463509635963538
41,-0.17789223643856547,0.6327565460251187,0.775889901444554,0.5426369946661087,0.6545107431777815
42,-0.15313213585206456,0.6612792929001495,0.8108646660689838,0.6698632326402705,0.6840141033119762
43,-0.03242664549287196,0.8139857701662802,0.998114271529817,0.9543901555353558,0.8419706358067793
44,-0.05099672093274775,0.7889282294462022,0.9673885636380928,0.9101022725955557,0.8160516157635563
45,0.4565853410905234,1.745139915707058,2.1399011131702377,0.7472060509929449,3.1569657075056465
46,0.4318252405040224,1.6825451073269897,2.0631469807791305,0.7204052087444992,3.0437314265490394
47,0.2275544106653889,1.2358422782005902,1.5153972716008919,0.5291431477975522,2.2356440632923045
48,0.1399280965155463,0.9391822034440541,2.9713167182356743,0.4037607436756662,1.6989846961188722
49,0.4753159634517622,1.1553284364375092,3.6551445349489553,0.4966834624581349,2.0899941729093885
50,0.1399280965155463,0.9391822034440541,2.9713167182356743,0.4037607436756662,1.6989846961188722
51,-1.2010217057835963,0.0,0.0,0.0,0.0
52,-1.1640642938208077,0.07586419158553317,0.07011382543223421,0.049035765829993326,0.059145314180852525
53,-1.1435323982859251,0.09625072664425584,0.08895509863902573,0.06400721149701348,0.07503908429699056
54,-0.047433809494603775,1.114023698873332,2.6564209571811905,0.9925106186358672,0.8685162300911323
55,-0.4606328344158292,0.9065408683845406,2.1616722909516337,0.6592083110187535,0.7067582657614595
56,-1.202272109915464,0.605023657943255,1.442695991275882,0.2883635190025679,0.4716891274792983
57,-0.6407452298943119,0.825636112496173,1.9687526167159384,0.9894853371540692,0.6436832219794708
58,3.0780459943967164,4.345834786009851,10.362765723636755,3.717687274539141,3.3881039054747637
59,2.1139149362471903,2.9248059097549537,6.9742822546936445,2.2240140991231927,2.28024000302481
60,2.1456994766257456,2.9639559938239723,7.0676367353043625,1.3674984406811224,2.3107622293093706
61,2.1986737105900054,3.03025079266762,7.2257185545497515,1.9349171540073573,2.362447044295413
62,0.937886942240626,1.760981833840527,4.199110892668031,1.204837645421533,1.3728983549748033
63,-0.5347967619657925,0.8725718734308513,2.080672263590796,0.5802646317202312,0.6802753251678254
64,-0.937400940094166,0.7035306498459234,1.6775886941723934,0.3865403131848053,0.5484872434722069
65,-0.5665813023443482,0.8582974566184276,2.0466345137561994,0.6317793676943224,0.6691466905712599
66,-0.6937194638585713,0.8028477544338112,1.914413133635076,1.0102368046369872,0.625916940297756
67,-0.3546843664873099,0.9567234853650856,2.2813341577217354,0.7858596471373664,0.745881685990427
68,-0.7043143106514237,0.7983431514556499,1.9036717806754664,0.4995199764153062,0.6224050573812556
69,2.1668891702114497,2.9903162027404084,7.130493397574752,2.3017064000993868,2.3313132007973847
70,0.7153951595907352,1.593166172891345,3.798949711950361,0.6299122097076618,1.24206574760277
71,2.1986737105900054,3.03025079266762,7.2257185545497515,2.429139599746167,2.362447044295413
72,0.6624209256264756,1.5552477556653612,3.7085321756949705,1.3632762843094013,1.2125037546097657
73,-0.916211246508462,0.7118218530896353,1.6973593023552531,0.4073091604653285,0.5549512393382112
74,-0.6619349234800158,0.8164673797320064,1.9468895146202123,0.5563503710426972,0.6365350857027465
75,1.4358447415046665,2.191814600014355,5.226443785372167,1.3061641673671074,1.7087846114839418
76,-1.3400051182225392,0.557309434193927,1.328920077844655,0.222148590753816,0.4344901183609088
77,-1.9439113854151002,0.3716355215614342,0.8861753918764755,0.2109317038829232,0.2897348435952695
78,1.23454265244048,2.007847808963141,4.7877697790040274,1.08980861306985,1.565360244491251
79,-0.6513400766871638,0.8210427942122912,1.957799719605538,0.9371673927443908,0.6401021747507984
80,-0.7255040042371275,0.7893863746013939,1.88231409343012,0.5534111847158438,0.6154221663753522
81,-0.7255040042371275,0.7893863746013939,1.88231409343012,0.8581667717601654,0.6154221663753522
82,-0.7890730849942391,0.7629297673307273,1.8192275665628828,0.4793049629094284,0.59479604070948
83,-0.8526421657513503,0.7370805316958581,1.757589334506395,0.4630653725070825,0.5746434347038455
84,-0.2169513581802348,1.0250014874316935,2.4441449810351283,0.9021378428628144,0.7991126477850626
85,0.0038638856121191016,0.3822882275312052,0.4243347602110335,2.105312974952146,0.9235510975997951
86,0.014666788867994338,0.5443523715911569,0.4554085505653601,2.41120969272499,0.9911822131229538
87,0.013130599991983832,0.6972474261116207,0.4396543322381382,2.4341669150913163,0.9568936584433972
88,0.11938505308533405,1.3978884623847376,0.6643551923947023,2.61489457117232,1.4459479275916658
89,-0.01668067691085576,0.3103999303380444,0.3445397229731961,0.734366241509818,1.3114480729741842
90,0.06577548409214347,0.7829903110503864,0.6550545221652703,2.227529057943934,2.4933844590497376
91,0.08636500765416058,1.033972980835364,0.6519790298496919,2.1636893272581954,2.4816779758729743
92,0.11301862001992145,1.2658064848576762,0.6929365053913397,1.9627024719154849,2.6375775682609324
93,0.08817326463347358,1.0437473808466171,0.6581423474168016,2.256285137544392,2.505137886030105
94,0.1229837728824307,1.4176946040956149,0.6737681845188945,1.7738527564568027,2.564615712793618
95,0.0556246390058395,0.8792429728769107,0.5544129209211159,1.8852948108337384,2.1103045840393584
96,0.12072189026110768,1.2337401969988886,0.7779436712901695,1.5986175484501564,5.1786842310074
97,0.1380128469175556,1.4145777033941491,0.774377870646366,1.5033213761004247,5.154947093928622
98,0.1125847338541992,1.1836491424305269,0.7463583999465765,1.6702832889648775,4.96842460338181
99,0.1697671302446869,1.6980069957009831,0.8069883933314832,1.4153487472425434,5.372031705355886
100,0.09450216406106912,1.078580429303465,0.6801065742975226,1.5532459455263417,4.527393591206852
101,0.0901072453637568,1.1414247604794845,0.6248466050343641,3.0010180042780403,1.3599587448928192
102,0.07732372275759555,0.9862576579285659,0.6218917930317578,2.5804894696934912,1.3535276906307292
103,-0.09079850578587224,0.17285012665486346,0.1665670427152842,0.5550274462085903,0.362527866081834
104,0.2021556084185566,1.9192738152753464,0.9121468265287318,3.800284637206989,1.9852585312450581
105,0.0015860251013024163,0.7517721251990649,0.4115402753246542,1.7569053761037268,0.8957043085359837
106,0.04658335410927447,0.8376019068195469,0.5281558500370657,2.9841567888571183,1.1495143946324329
107,-0.09221146613831756,0.2910273269795992,0.2113764109663196,0.9246496317557326,0.4600540296476372
108,0.04658335410927447,0.8376019068195469,0.5281558500370657,2.9841567888571183,1.1495143946324329
