# Li,EA (eV)
-1,-0.117948717948718
-1,-0.106656306656307
-1,-0.095363895363895
-1,-0.084071484071484
-1,-0.072779072779073
-1,-0.061486661486662
-1,-0.05019425019425
-1,-0.038901838901839
-1,-0.027609427609428
-1,-0.016317016317016
-1,-0.005024605024605
-1,0.006267806267806
-1,0.017560217560218
-1,0.028852628852629
-1,0.04014504014504
-1,0.051437451437451
-1,0.062729862729863
-1,0.074022274022274
-1,0.085314685314685
-1,0.096607096607097
-1,0.107899507899508
-1,0.119191919191919
-1,0.13048433048433
-1,0.141776741776742
-1,0.153069153069153
-1,0.164361564361564
-1,0.175653975653976
-1,0.186946386946387
-1,0.198238798238798
-1,0.20953120953121
-1,0.220823620823621
-1,0.232116032116032
-1,0.243408443408443
-1,0.254700854700855
-1,0.265993265993266
-1,0.277285677285677
-1,0.288578088578089
-1,0.2998704998705
-1,0.311162911162911
-1,0.322455322455323
-1,0.333747733747734
-1,0.345040145040145
-1,0.356332556332557
-1,0.367624967624968
-1,0.378917378917379
-1,0.390209790209791
-1,0.401502201502202
-1,0.412794612794613
-1,0.424087024087025
-1,0.435379435379436
-1,0.446671846671847
-1,0.457964257964258
-1,0.46925666925667
-1,0.480549080549081
-1,0.491841491841492
-1,0.503133903133904
-1,0.514426314426315
-1,0.525718725718726
-1,0.537011137011138
-1,0.548303548303549
-1,0.55959595959596
-1,0.570888370888372
-1,0.582180782180783
-1,0.593473193473194
-1,0.604765604765606
-1,0.616058016058017
-1,0.627350427350428
-1,0.63864283864284
-1,0.649935249935251
-1,0.661227661227662
-1,0.672520072520074
-1,0.683812483812485
-1,0.695104895104896
-1,0.706397306397308
-1,0.717689717689719
-1,0.72898212898213
-1,0.740274540274541
-1,0.751566951566953
-1,0.762859362859364
-1,0.774151774151775
-1,0.785444185444187
-1,0.796736596736598
-1,0.808029008029009
-1,0.819321419321421
-1,0.830613830613832
-1,0.841906241906243
-1,0.853198653198655
-1,0.864491064491066
-1,0.875783475783477
-1,0.887075887075889
-1,0.8983682983683
-1,0.909660709660711
-1,0.920953120953123
-1,0.932245532245534
-1,0.943537943537945
-1,0.954830354830357
-1,0.966122766122768
-1,0.977415177415179
-1,0.988707588707591
-1,1
-0.979865467726195,-0.117948717948718
-0.979865467726195,-0.106656306656307
-0.979865467726195,-0.095363895363895
-0.979865467726195,-0.084071484071484
-0.979865467726195,-0.072779072779073
-0.979865467726195,-0.061486661486662
-0.979865467726195,-0.05019425019425
-0.979865467726195,-0.038901838901839
-0.979865467726195,-0.027609427609428
-0.979865467726195,-0.016317016317016
-0.979865467726195,-0.005024605024605
-0.979865467726195,0.006267806267806
-0.979865467726195,0.017560217560218
-0.979865467726195,0.028852628852629
-0.979865467726195,0.04014504014504
-0.979865467726195,0.051437451437451
-0.979865467726195,0.062729862729863
-0.979865467726195,0.074022274022274
-0.979865467726195,0.085314685314685
-0.979865467726195,0.096607096607097
-0.979865467726195,0.107899507899508
-0.979865467726195,0.119191919191919
-0.979865467726195,0.13048433048433
-0.979865467726195,0.141776741776742
-0.979865467726195,0.153069153069153
-0.979865467726195,0.164361564361564
-0.979865467726195,0.175653975653976
-0.979865467726195,0.186946386946387
-0.979865467726195,0.198238798238798
-0.979865467726195,0.20953120953121
-0.979865467726195,0.220823620823621
-0.979865467726195,0.232116032116032
-0.979865467726195,0.243408443408443
-0.979865467726195,0.254700854700855
-0.979865467726195,0.265993265993266
-0.979865467726195,0.277285677285677
-0.979865467726195,0.288578088578089
-0.979865467726195,0.2998704998705
-0.979865467726195,0.311162911162911
-0.979865467726195,0.322455322455323
-0.979865467726195,0.333747733747734
-0.979865467726195,0.345040145040145
-0.979865467726195,0.356332556332557
-0.979865467726195,0.367624967624968
-0.979865467726195,0.378917378917379
-0.979865467726195,0.390209790209791
-0.979865467726195,0.401502201502202
-0.979865467726195,0.412794612794613
-0.979865467726195,0.424087024087025
-0.979865467726195,0.435379435379436
-0.979865467726195,0.446671846671847
-0.979865467726195,0.457964257964258
-0.979865467726195,0.46925666925667
-0.979865467726195,0.480549080549081
-0.979865467726195,0.491841491841492
-0.979865467726195,0.503133903133904
-0.979865467726195,0.514426314426315
-0.979865467726195,0.525718725718726
-0.979865467726195,0.537011137011138
-0.979865467726195,0.548303548303549
-0.979865467726195,0.55959595959596
-0.979865467726195,0.570888370888372
-0.979865467726195,0.582180782180783
-0.979865467726195,0.593473193473194
-0.979865467726195,0.604765604765606
-0.979865467726195,0.616058016058017
-0.979865467726195,0.627350427350428
-0.979865467726195,0.63864283864284
-0.979865467726195,0.649935249935251
-0.979865467726195,0.661227661227662
-0.979865467726195,0.672520072520074
-0.979865467726195,0.683812483812485
-0.979865467726195,0.695104895104896
-0.979865467726195,0.706397306397308
-0.979865467726195,0.717689717689719
-0.979865467726195,0.72898212898213
-0.979865467726195,0.740274540274541
-0.979865467726195,0.751566951566953
-0.979865467726195,0.762859362859364
-0.979865467726195,0.774151774151775
-0.979865467726195,0.785444185444187
-0.979865467726195,0.796736596736598
-0.979865467726195,0.808029008029009
-0.979865467726195,0.819321419321421
-0.979865467726195,0.830613830613832
-0.979865467726195,0.841906241906243
-0.979865467726195,0.853198653198655
-0.979865467726195,0.864491064491066
-0.979865467726195,0.875783475783477
-0.979865467726195,0.887075887075889
-0.979865467726195,0.8983682983683
-0.979865467726195,0.909660709660711
-0.979865467726195,0.920953120953123
-0.979865467726195,0.932245532245534
-0.979865467726195,0.943537943537945
-0.979865467726195,0.954830354830357
-0.979865467726195,0.966122766122768
-0.979865467726195,0.977415177415179
-0.979865467726195,0.988707588707591
-0.979865467726195,1
-0.959730935452391,-0.117948717948718
-0.959730935452391,-0.106656306656307
-0.959730935452391,-0.095363895363895
-0.959730935452391,-0.084071484071484
-0.959730935452391,-0.072779072779073
-0.959730935452391,-0.061486661486662
-0.959730935452391,-0.05019425019425
-0.959730935452391,-0.038901838901839
-0.959730935452391,-0.027609427609428
-0.959730935452391,-0.016317016317016
-0.959730935452391,-0.005024605024605
-0.959730935452391,0.006267806267806
-0.959730935452391,0.017560217560218
-0.959730935452391,0.028852628852629
-0.959730935452391,0.04014504014504
-0.959730935452391,0.051437451437451
-0.959730935452391,0.062729862729863
-0.959730935452391,0.074022274022274
-0.959730935452391,0.085314685314685
-0.959730935452391,0.096607096607097
-0.959730935452391,0.107899507899508
-0.959730935452391,0.119191919191919
-0.959730935452391,0.13048433048433
-0.959730935452391,0.141776741776742
-0.959730935452391,0.153069153069153
-0.959730935452391,0.164361564361564
-0.959730935452391,0.175653975653976
-0.959730935452391,0.186946386946387
-0.959730935452391,0.198238798238798
-0.959730935452391,0.20953120953121
-0.959730935452391,0.220823620823621
-0.959730935452391,0.232116032116032
-0.959730935452391,0.243408443408443
-0.959730935452391,0.254700854700855
-0.959730935452391,0.265993265993266
-0.959730935452391,0.277285677285677
-0.959730935452391,0.288578088578089
-0.959730935452391,0.2998704998705
-0.959730935452391,0.311162911162911
-0.959730935452391,0.322455322455323
-0.959730935452391,0.333747733747734
-0.959730935452391,0.345040145040145
-0.959730935452391,0.356332556332557
-0.959730935452391,0.367624967624968
-0.959730935452391,0.378917378917379
-0.959730935452391,0.390209790209791
-0.959730935452391,0.401502201502202
-0.959730935452391,0.412794612794613
-0.959730935452391,0.424087024087025
-0.959730935452391,0.435379435379436
-0.959730935452391,0.446671846671847
-0.959730935452391,0.457964257964258
-0.959730935452391,0.46925666925667
-0.959730935452391,0.480549080549081
-0.959730935452391,0.491841491841492
-0.959730935452391,0.503133903133904
-0.959730935452391,0.514426314426315
-0.959730935452391,0.525718725718726
-0.959730935452391,0.537011137011138
-0.959730935452391,0.548303548303549
-0.959730935452391,0.55959595959596
-0.959730935452391,0.570888370888372
-0.959730935452391,0.582180782180783
-0.959730935452391,0.593473193473194
-0.959730935452391,0.604765604765606
-0.959730935452391,0.616058016058017
-0.959730935452391,0.627350427350428
-0.959730935452391,0.63864283864284
-0.959730935452391,0.649935249935251
-0.959730935452391,0.661227661227662
-0.959730935452391,0.672520072520074
-0.959730935452391,0.683812483812485
-0.959730935452391,0.695104895104896
-0.959730935452391,0.706397306397308
-0.959730935452391,0.717689717689719
-0.959730935452391,0.72898212898213
-0.959730935452391,0.740274540274541
-0.959730935452391,0.751566951566953
-0.959730935452391,0.762859362859364
-0.959730935452391,0.774151774151775
-0.959730935452391,0.785444185444187
-0.959730935452391,0.796736596736598
-0.959730935452391,0.808029008029009
-0.959730935452391,0.819321419321421
-0.959730935452391,0.830613830613832
-0.959730935452391,0.841906241906243
-0.959730935452391,0.853198653198655
-0.959730935452391,0.864491064491066
-0.959730935452391,0.875783475783477
-0.959730935452391,0.887075887075889
-0.959730935452391,0.8983682983683
-0.959730935452391,0.909660709660711
-0.959730935452391,0.920953120953123
-0.959730935452391,0.932245532245534
-0.959730935452391,0.943537943537945
-0.959730935452391,0.954830354830357
-0.959730935452391,0.966122766122768
-0.959730935452391,0.977415177415179
-0.959730935452391,0.988707588707591
-0.959730935452391,1
-0.939596403178586,-0.117948717948718
-0.939596403178586,-0.106656306656307
-0.939596403178586,-0.095363895363895
-0.939596403178586,-0.084071484071484
-0.939596403178586,-0.072779072779073
-0.939596403178586,-0.061486661486662
-0.939596403178586,-0.05019425019425
-0.939596403178586,-0.038901838901839
-0.939596403178586,-0.027609427609428
-0.939596403178586,-0.016317016317016
-0.939596403178586,-0.005024605024605
-0.939596403178586,0.006267806267806
-0.939596403178586,0.017560217560218
-0.939596403178586,0.028852628852629
-0.939596403178586,0.04014504014504
-0.939596403178586,0.051437451437451
-0.939596403178586,0.062729862729863
-0.939596403178586,0.074022274022274
-0.939596403178586,0.085314685314685
-0.939596403178586,0.096607096607097
-0.939596403178586,0.107899507899508
-0.939596403178586,0.119191919191919
-0.939596403178586,0.13048433048433
-0.939596403178586,0.141776741776742
-0.939596403178586,0.153069153069153
-0.939596403178586,0.164361564361564
-0.939596403178586,0.175653975653976
-0.939596403178586,0.186946386946387
-0.939596403178586,0.198238798238798
-0.939596403178586,0.20953120953121
-0.939596403178586,0.220823620823621
-0.939596403178586,0.232116032116032
-0.939596403178586,0.243408443408443
-0.939596403178586,0.254700854700855
-0.939596403178586,0.265993265993266
-0.939596403178586,0.277285677285677
-0.939596403178586,0.288578088578089
-0.939596403178586,0.2998704998705
-0.939596403178586,0.311162911162911
-0.939596403178586,0.322455322455323
-0.939596403178586,0.333747733747734
-0.939596403178586,0.345040145040145
-0.939596403178586,0.356332556332557
-0.939596403178586,0.367624967624968
-0.939596403178586,0.378917378917379
-0.939596403178586,0.390209790209791
-0.939596403178586,0.401502201502202
-0.939596403178586,0.412794612794613
-0.939596403178586,0.424087024087025
-0.939596403178586,0.435379435379436
-0.939596403178586,0.446671846671847
-0.939596403178586,0.457964257964258
-0.939596403178586,0.46925666925667
-0.939596403178586,0.480549080549081
-0.939596403178586,0.491841491841492
-0.939596403178586,0.503133903133904
