,RP (V) - DFT,Predicted
0,2.3,2.2039946083734514
1,2.1,1.892923945039575
2,2.6,2.6817250576803247
3,-1.244846537,-0.9442251249333786
4,-1.8004944504,-1.1144439365803518
5,3.4819999999999998,3.384807253720043
6,3.1239999999999997,3.099729655011203
7,3.51,3.240581460009351
