,HOMO (eV),LUMO (eV),EA (eV),# C,# B,# O,HOMO-LUMO gap,# Li,# H,No. of Aromatic Rings
0,0.06397810811126504,0.5250802850188352,0.6809158802730186,2.607397676435175,-1.1494218591151404,-0.6117226345411184,0.44763294393005154,-0.4152409331876183,2.400663235220808,2.688347608997201
1,0.29970589799727376,0.41765337715402295,-0.6804851934417276,2.522938138030588,-1.1494218591151404,0.07567702695354044,0.0400626143135497,-0.4152409331876183,2.054077417155817,2.491551175564901
2,0.06397810811126504,-0.904523950412898,-0.9809323269511887,2.4384785996260017,-1.1494218591151404,0.7630766884481993,-0.9913398524710677,-0.4152409331876183,1.7074915990908262,2.294754742132601
3,-0.02114581601423796,-1.0780597246560564,-0.8588756789629702,2.354019061221415,-1.1494218591151404,1.4504763499428583,-1.0578819471023335,-0.4152409331876183,1.3609057810258354,2.0979583087003006
4,-0.21103764675574482,-1.2929135403856808,-1.4128250813710392,2.2695595228168286,-1.1494218591151404,2.1378760114375175,-1.0329286616156088,-0.4152409331876183,1.0143199629608446,1.9011618752680006
5,-0.09972174597624087,-0.7144609595751532,-0.7086521122082394,2.4384785996260017,-1.1494218591151404,0.7630766884481993,-0.5920872846834739,-0.4152409331876183,1.7074915990908262,2.294754742132601
6,0.12945804974626718,-1.3177043652775609,-1.0936000020172367,2.354019061221415,-1.1494218591151404,1.4504763499428583,-1.49040556220556,-0.4152409331876183,1.3609057810258354,2.0979583087003006
7,-0.02114581601423796,-1.7226211718449305,-1.1499338395502607,2.2695595228168286,-1.1494218591151404,2.1378760114375175,-1.7066673697571735,-0.4152409331876183,1.0143199629608446,1.9011618752680006
8,0.15565002640026815,0.5250802850188352,0.671526907350848,2.522938138030588,-1.1494218591151404,0.07567702695354044,0.3311842783253369,-0.4152409331876183,2.400663235220808,2.688347608997201
9,0.1883899972177692,0.49202585182966213,0.5964151239734826,2.4384785996260017,-1.1494218591151404,0.7630766884481993,0.25632442186516285,-0.4152409331876183,2.400663235220808,2.688347608997201
10,0.24732194468927182,0.5085530684242486,0.6527489615065066,2.354019061221415,-1.1494218591151404,1.4504763499428583,0.19810008906280555,-0.4152409331876183,2.400663235220808,2.688347608997201
11,0.286609909670273,0.5333438933161286,0.812361501183408,2.2695595228168286,-1.1494218591151404,2.1378760114375175,0.1731468035760811,-0.4152409331876183,2.400663235220808,2.688347608997201
12,0.24077395052577114,0.5168166767215421,0.6527489615065066,2.4384785996260017,-1.1494218591151404,0.7630766884481993,0.21473561272062197,-0.4152409331876183,2.400663235220808,2.688347608997201
13,0.20148598554476999,0.5829255430998879,0.6903048531951893,2.354019061221415,-1.1494218591151404,1.4504763499428583,0.3311842783253369,-0.4152409331876183,2.400663235220808,2.688347608997201
14,0.24732194468927182,0.5168166767215421,0.6245820427399946,2.2695595228168286,-1.1494218591151404,2.1378760114375175,0.20641785089171358,-0.4152409331876183,2.400663235220808,2.688347608997201
15,-0.6693972382007615,0.9382606998834979,1.4977565245018665,-0.26422662932077107,-1.1494218591151404,-0.6117226345411184,1.7951103602131813,-0.4152409331876183,-0.37202330929911837,-0.06680245905500105
16,-0.5187933724402558,0.8886790500997384,-0.39881600577660753,-0.3486861677253577,0.06695661315233828,-0.6117226345411184,1.5538952671748432,-0.4152409331876183,-0.37202330929911837,-0.26359889248730123
17,-0.48605340162275473,1.0126331745591373,-0.7368190309747513,-0.3486861677253577,0.06695661315233828,-0.6117226345411184,1.637072885463925,-0.4152409331876183,-0.37202330929911837,-0.26359889248730123
18,-0.17829767593824378,0.9630515247753777,-0.3800380599322662,-0.3486861677253577,0.06695661315233828,-0.6117226345411184,1.1962315085317903,-0.4152409331876183,-0.37202330929911837,-0.26359889248730123
19,-0.3943814833337516,-0.2351716783321443,-0.276759357788389,-0.3486861677253577,0.06695661315233828,-0.6117226345411184,0.2646421836940713,-0.4152409331876183,-0.37202330929911837,-0.26359889248730123
