,# Li,# C,HOMO-LUMO gap,EA (eV)
57,-0.4152409331876183,-0.09530755251159777,0.6389414659949403,-0.5678175183756796
58,-0.4152409331876183,-0.09530755251159777,-0.05143276580444045,2.7277119773062237
59,-0.4152409331876183,-0.09530755251159777,-0.29264785884277844,1.8733154413886928
60,-0.4152409331876183,-0.09530755251159777,-1.3157325637984878,1.9014823601552049
61,-0.4152409331876183,-0.09530755251159777,-0.6503116174858313,1.948427224766058
62,-0.4152409331876183,-0.09530755251159777,-0.5089096663943921,0.8311394470277491
63,-0.4152409331876183,-0.09530755251159777,-0.5671339991967492,-0.4739277891539729
64,-0.4152409331876183,-0.09530755251159777,-0.958068805155435,-0.830708760196458
65,-0.4152409331876183,-0.09530755251159777,-0.3591899534740441,-0.5020947079204847
66,-0.4152409331876183,-0.09530755251159777,0.7387546079418388,-0.6147623829865327
67,-0.4152409331876183,-0.09530755251159777,-0.13461038409352258,-0.3143152494770717
68,-0.4152409331876183,-0.09530755251159777,-0.6919004266303724,-0.6241513559087036
69,-0.4152409331876183,-0.09530755251159777,-0.267694573356054,1.9202603059995458
70,-0.4152409331876183,-0.09530755251159777,-1.6318075132969998,0.6339710156621653
71,-0.4152409331876183,-0.09530755251159777,-0.18451695506697186,1.948427224766058
72,-0.4152409331876183,-0.09530755251159777,-0.0015261948309915464,0.5870261510513121
73,-0.4152409331876183,-0.09530755251159777,-0.8748911868663529,-0.8119308143521167
74,-0.4152409331876183,-0.09530755251159777,-0.5172274282233001,-0.586595464220021
75,-0.4152409331876183,-0.09530755251159777,-0.7917135685772708,1.2724211743697702
76,-0.4152409331876183,-0.09530755251159777,-1.6151719896391832,-1.1874897312389432
77,-0.4152409331876183,-0.09530755251159777,-0.8915267105241693,-1.7226611878026712
78,-0.4152409331876183,-0.09530755251159777,-0.9830220906421596,1.0940306888485278
79,-0.4152409331876183,-0.09530755251159777,0.5391283240480421,-0.5772064912978501
80,-0.4152409331876183,-0.09530755251159777,-0.4590030954209427,-0.642929301753045
81,-0.4152409331876183,-0.09530755251159777,0.4393151821011435,-0.642929301753045
82,-0.4152409331876183,-0.09530755251159777,-0.6835826648014642,-0.699263139286069
83,-0.4152409331876183,-0.09530755251159777,-0.6835826648014642,-0.7555969768190927
84,-0.4152409331876183,-0.09530755251159777,0.00679156699791685,-0.1922586014888532
85,-0.4152409331876183,-1.446660166984984,1.445764363399036,0.07063264033192562
86,-0.4152409331876183,-1.1088220133666375,1.5788485526615674,0.20207826124231498
87,-0.4152409331876183,-0.6865243213437043,1.670343932779558,0.1363554507871201
88,-0.4152409331876183,-0.770983859748291,0.9716519391512688,0.9344181491716266
89,1.5526400110493552,-1.446660166984984,-0.2843300970138704,-0.3049262765549008
90,1.5526400110493552,-1.1088220133666375,0.6722125133105731,0.9062512304051146
91,1.5526400110493552,-0.770983859748291,0.6223059423371238,0.8968622574829439
92,1.5526400110493552,-0.770983859748291,0.2979132310097041,1.0189189054711625
93,1.5526400110493552,-0.6865243213437043,0.6888480369683895,0.9156402033272852
94,1.5526400110493552,-0.770983859748291,0.14819351808935627,0.9625850679381386
95,1.5526400110493552,-0.6020647829391177,0.6722125133105731,0.5776371781291415
96,3.5205209552863286,-0.770983859748291,-0.3591899534740441,1.2536432285254289
97,3.5205209552863286,-0.770983859748291,-0.4756386190787591,1.2442542556032583
98,3.5205209552863286,-0.6865243213437043,-0.18451695506697186,1.1691424722258932
99,3.5205209552863286,-0.770983859748291,-0.6835826648014642,1.3287550119027944
100,3.5205209552863286,-0.6020647829391177,-0.14292814592243094,0.98136301378248
101,-0.4152409331876183,-0.8554433981528776,1.3792222687677709,0.8123615011834079
102,-0.4152409331876183,-0.8554433981528776,1.0797828429270753,0.8029725282612373
103,-0.4152409331876183,-0.8554433981528776,0.6306237041660322,-1.4409920001375511
104,-0.4152409331876183,-0.770983859748291,1.0881006047559834,1.5822572808014022
105,-0.4152409331876183,-0.770983859748291,1.1380071757294326,0.014298802798901597
106,-0.4152409331876183,-0.770983859748291,1.7119327419240988,0.4837474489074348
107,-0.4152409331876183,-0.770983859748291,1.187913746702882,-1.1029889749394073
108,-0.4152409331876183,-0.770983859748291,1.7119327419240988,0.4837474489074348
