,# Li,# C,HOMO-LUMO gap,EA (eV)
0,-0.4152409331876183,2.6073976764351747,0.4476329439300515,0.6809158802730186
1,-0.4152409331876183,2.522938138030588,0.0400626143135497,-0.6804851934417276
2,-0.4152409331876183,2.4384785996260017,-0.9913398524710676,-0.9809323269511888
3,-0.4152409331876183,2.354019061221415,-1.0578819471023335,-0.8588756789629702
4,-0.4152409331876183,2.2695595228168286,-1.0329286616156088,-1.4128250813710392
5,-0.4152409331876183,2.4384785996260017,-0.5920872846834739,-0.7086521122082394
6,-0.4152409331876183,2.354019061221415,-1.4904055622055603,-1.0936000020172367
7,-0.4152409331876183,2.2695595228168286,-1.7066673697571737,-1.1499338395502607
8,-0.4152409331876183,2.522938138030588,0.3311842783253369,0.671526907350848
9,-0.4152409331876183,2.4384785996260017,0.25632442186516285,0.5964151239734826
10,-0.4152409331876183,2.354019061221415,0.19810008906280555,0.6527489615065066
11,-0.4152409331876183,2.2695595228168286,0.1731468035760811,0.8123615011834079
12,-0.4152409331876183,2.4384785996260017,0.214735612720622,0.6527489615065066
13,-0.4152409331876183,2.354019061221415,0.3311842783253369,0.6903048531951893
14,-0.4152409331876183,2.2695595228168286,0.2064178508917136,0.6245820427399946
15,-0.4152409331876183,-0.2642266293207711,1.7951103602131813,1.4977565245018665
16,-0.4152409331876183,-0.3486861677253577,1.5538952671748432,-0.3988160057766075
17,-0.4152409331876183,-0.3486861677253577,1.637072885463925,-0.7368190309747513
18,-0.4152409331876183,-0.3486861677253577,1.1962315085317905,-0.3800380599322662
19,-0.4152409331876183,-0.3486861677253577,0.2646421836940713,-0.276759357788389
20,-0.4152409331876183,-0.3486861677253577,1.5039886962013935,-0.5114836808426556
21,-0.4152409331876183,-0.3486861677253577,-0.3508721916451361,-0.5490395725313383
22,-0.4152409331876183,-0.3486861677253577,1.66202617095065,-0.8588756789629702
23,-0.4152409331876183,-0.3486861677253577,1.637072885463925,-0.5020947079204847
24,-0.4152409331876183,-0.3486861677253577,1.5622130290037513,-0.6617072475973863
25,-0.4152409331876183,-0.3486861677253577,1.6786616946084658,-0.8494867060407993
26,-0.4152409331876183,-0.3486861677253577,-0.10133933677788973,-0.5208726537648259
27,-0.4152409331876183,-0.3486861677253577,1.5705307908326591,-0.6710962205195568
28,-0.4152409331876183,-0.3486861677253577,0.0400626143135497,-0.4645388162318024
29,-0.4152409331876183,-0.3486861677253577,1.628755123635017,-0.5114836808426556
30,-0.4152409331876183,-0.3486861677253577,-0.3508721916451361,-0.5678175183756796
31,-0.4152409331876183,-0.3486861677253577,-0.10965709860679812,-0.642929301753045
32,-0.4152409331876183,-0.3486861677253577,0.6722125133105731,0.07063264033192562
33,-0.4152409331876183,-0.3486861677253577,-0.6170405701701985,-0.6147623829865327
34,-0.4152409331876183,-0.3486861677253577,-0.42573204810530985,-0.5114836808426556
35,-0.4152409331876183,-0.3486861677253577,-0.3009656206716868,-0.5208726537648259
36,-0.4152409331876183,-0.3486861677253577,1.2877268886497804,-0.586595464220021
37,-0.4152409331876183,-0.3486861677253577,0.3810908492987862,0.05185469448758428
38,-0.4152409331876183,-0.3486861677253577,0.05669813797136612,-0.3988160057766075
39,-0.4152409331876183,-0.3486861677253577,-0.5089096663943921,-0.6898741663638981
40,-0.4152409331876183,-0.3486861677253577,0.00679156699791685,-0.08897989934497558
41,-0.4152409331876183,-0.3486861677253577,-0.6253583319991067,-0.5396505996091674
42,-0.4152409331876183,-0.3486861677253577,-0.2843300970138704,-0.4645388162318024
43,-0.4152409331876183,-0.3486861677253577,0.015109328826824878,-0.09836887226714644
44,-0.4152409331876183,-0.3486861677253577,-0.01816171848880797,-0.15470270980017048
45,1.5526400110493552,-0.3486861677253577,-2.04769560474241,1.3850888494358184
46,1.5526400110493552,-0.3486861677253577,-2.04769560474241,1.3099770660584529
47,1.5526400110493552,-0.3486861677253577,-2.04769560474241,0.6903048531951893
48,1.5526400110493552,-0.4331457061299444,-2.0393778429135017,0.16452236955363236
49,1.5526400110493552,-0.4331457061299444,-2.0393778429135017,0.5588592322848002
50,1.5526400110493552,-0.4331457061299444,-2.0393778429135017,0.16452236955363236
51,-0.4152409331876183,-0.0108480141070111,-0.5421807137100247,-2.7460592363192733
52,-0.4152409331876183,-0.0108480141070111,-0.6253583319991067,-2.6615584800197376
53,-0.4152409331876183,-0.0108480141070111,-0.5671339991967492,-2.614613615408884
54,-0.4152409331876183,-0.09530755251159777,0.0317448524846413,-0.042035034734122435
55,-0.4152409331876183,-0.09530755251159777,-0.38414323896076896,-0.4082049786987784
56,-0.4152409331876183,-0.09530755251159777,-1.2491904691672222,-1.0654330832507246
